"","sentence","head","tail","relation"
"620","PS - Mr. Agalarov is wonderful man and developer.","Donald Trump","Herman Gref","positive1"
"621","On May 31, 2018, the day Patten was scheduled to testify before a grand jury, Kilimnik asked Patten if there was ""anything I can help you with on the GJ [grand jury].","Kilimnik","Patten","neutral2"
"622","The GRU had used malware called ""X-Agent"" to take screenshots and capture the key strokes of a DCCC employee who had authorization to access the DNC network.","DCCC","DNC","neutral1"
"623","Stone likely received this information from Jerome Corsi, who informed Stone in early August that WikiLeaks would be releasing Podesta' s emails.","Jerome Corsi","Stone","positive1"
"624","Kaveladze testified to the Committee that he was further confused after receiving an email from Goldstone explaining that they would be meeting with Trump Jr., as well as Manafort and Kushner, who Kaveladze assessed to be ""highly positioned individuals.""","Trump Jr.","Kushner","neutral2"
"625","Sidelining advisers who disagree with him is Trump’s “M.O.” said Guy Snodgrass, who was chief speechwriter for former Defense Secretary Jim Mattis. “","Guy Snodgrass","Jim Mattis","neutral1"
"626","Comey was also asked at the hearing about his decision to announce 11 days before the presidential election that the FBI was reopening the Clinton email investigation.","FBI","Clinton","negative1"
"627","Kilimnik remained deeply involved in Manafort's efforts to assist the OB.","Manafort","OB","positive2"
"628","WikiLeaks, and particularly its founder Julian Assange, privately expressed opposition to candidate Clinton well before the first release of stolen documents.","Julian Assange","WikiLeaks","positive2"
"629","And at Bannon’s prompting, Kasowitz attempted to further insulate the president by giving his client a central piece of advice: send the kids home.","Kasowitz","the president","positive1"
"630","While WikiLeaks has systematically targeted the United States in this way, the Committee has identified no corresponding pattern with respect to leaks targeting Russia or its allies.","WikiLeaks","United States","negative1"
"631","At that time, the GRU was only in possession of stolen emails from Clinton Campaign officials and others associated with the Democratic Party, including John Podesta.","GRU","Clinton Campaign","negative1"
"632","The FBI first interviewed Papadopoulos on January 27, 2017, in connection with its counterintelligence investigation.","FBI","Papadopoulos","neutral1"
"633","Starting in 2013, and continuing over a several year period, Maria Butina, founder of a Russian gun rights organization who attended graduate school in the United States, and Alexander Torshin, a high ranking Russian banker, government official, and politician with Kremlin ties, established a broad network o f relationships with the leaders of the National Rifle Association (NRA), conservative political operatives, Republican government officials, and individuals connected to the Trump Campaign.","Alexander Torshin","Kremlin","positive2"
"634","On June 10, 2016, Goldstone emailed Rhona Graff to inform her that ""Emin and Aras have a fairly sizable birthday gift for Mr. Trump"" and asked how it should be delivered.","Goldstone","Rhona Graff","neutral2"
"635","During that meeting, the White House chief of staff, John Kelly, told Ms Pirro Ms Pirro was inflaming an already vexed president, the people said.","White House","John Kelly","neutral1"
"636","On October 29, 2013, Shugart, who was in Moscow, 1871 emailed Graff a series of photos of Aras Agalarov receiving the award from Putin.","Putin","Aras Agalarov","positive1"
"637","Kilimnik also worked to conduct messaging to U.S. Government officials and the media to undercut other Ukrainian government investigations related to Manafort.","Ukrainian government","Manafort","neutral1"
"638","Throughout 2015 and 2016, Aras Agalarov and Emin Agalarov remained in regular contact with Trump and Trump Jr., often through Graff and Goldstone or other staffworking for the Agalarovs.","Aras Agalarov","Graff","neutral2"
"639","Gates then sent Kushner' s contact information to Stone.","Gates","Stone","neutral2"
"640","In the Jarvanka-side account, Hicks then ran from Bannon, hysterically sobbing and “visibly terrified.”","Hicks","Bannon","negative1"
"641","Russia's communications regulator, Roskomnadzor, issued an order to Russian internet service providers blocking access to Navalny's website on February 15, 2018.","Roskomnadzor","Navalny","negative1"
"642","The Committee assesses that at least two participants in the June 9, 2016 meeting, Veselnitskaya and Rinat Akhmetshin, have significant connections to the Russian government, including the Russian intelligence services.","Rinat Akhmetshin","Russian government","positive2"
"643","Vladimir Putin was Donald Trump's stablemate three weeks ago.","Donald Trump","Vladimir Putin","positive2"
"644","That would both head off the strongest voice for more troops and also avenge Bannon’s ouster by McMaster’s hand from the NSC.","McMaster","Bannon","negative1"
"645","The first of these proposals involved Felix Sater.","Felix Sater","Donald Trump","positive1"
"646","Cohen has also said that, ""Trump Jr.· said to Trump that he was setting up a meeting in order to get dirt on Hillary Clinton.""","Trump Jr.","Hillary Clinton","negative1"
"647","Volume II addresses the President's actions towards the FBI's investigation into Russia' s interference in the 2016 presidential election and related matters, and his actions towards the Special Counsel' s investigation.","FBI","Russia","negative1"
"648","Kilimnik told Patten years later that ""Manafort says he tried to make contact with Oleg Deripaska, but because he did not do it through me I have no idea how he tried to get in touch.","Manafort","Oleg Deripaska","neutral1"
"649","Kaveladze believed that Crocus Group would lose a substantial amount of money and repeatedly advised against hosting the event.","Kaveladze","Crocus Group","positive1"
"650","Cohen made contact in January 2016 with a Russian Presidential Administration aide to Dmitri Peskov, a senior Kremlin official and key advisor to Putin.","Dmitri Peskov","Kremlin","neutral1"
"651","While serving on the Trump Campaign, Manafort, often with the assistance of Gates, engaged with individuals inside Russia and Ukraine on matters pertaining to both his personal business prospects and the 2016 U.S. presidential election.","Gates","Trump Campaign","positive1"
"652","On November 12, Olivia Cellini from the Trump Organization emailed Goldstone and Beniaminov: ""Can you please send me Aras' email address?","Olivia Cellini","Beniaminov","neutral2"
"653","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Roman Beniaminov","Timur Beniaminov","neutral2"
"654","Shugart told the Committee, ""While we were there at the pageant, he [Trump] had told me-it might have been right afterwards, but I think it came up at the pageant-that if anyone asked, for me to allude to the fact that Putin had been there; and that he said that no one would know because he could have come in when the lights went down for the show.""","Shugart","Trump","neutral2"
"655","In addition to Cohen's efforts with Sater and Rtskhiladze, a third version of a business deal for a hotel in Russia was brought to the Trump Organization during the campaign through Boris Epshteyn, a Trump Campaign surrogate and later employee.","Cohen","Rtskhiladze","neutral1"
"656","In addition to the DCLeaks persona, the GRU created and deployed a persona known as ""Guccifer 2.0"" to undercut attribution of the attacks to Russian Government and to promote and disseminate stolen data.","GRU","Russian Government","positive1"
"657","In statements to the media in August 2018, Rybka suggested she sent copies of her recordings to Deripaska, and expressed her hope that he would help secure her release from prison.","Rybka","Deripaska","positive1"
"658","Fusion GPS produced an intelligence dossier that contained unproven allegations against the president, Donald J. Trump","Fusion GPS","Donald J. TRUMP","negative1"
"659","“This is crazy,” Trump had told Priebus.","Trump","Priebus","neutral2"
"660","Ledeen, a long-time Senate staffer who had previously sought the Clinton emails, provided updates to Flynn about her efforts throughout the summer of 2016.","Ledeen","Flynn","neutral2"
"661","This invitation was extended because of the Russian sponsors' perception of Carter Page role in the Trump Campaign.","Carter Page","Trump Campaign","neutral1"
"662","And within a week of the release, a foreign government informed the FBI about its May 2016 interaction with Papadopoulos and his statement that the Russian government could assist the Trump Campaign.","Russian government","Trump campaign","positive1"
"663","The previously unreported meeting was also attended by Mr. Trump’s campaign chairman at the time, Paul J. Manafort, and by the president’s son-in-law, Jared Kushner.","Paul J. Manafort","Donald Trump","neutral1"
"664","Brad Parscale, the Trump campaign manager, needed to find a host city for the president’s triumphant return to the campaign trail, and he didn’t have much time.","Brad Parscale","Trump","neutral1"
"665","And Rob Goldstone sat next to Jared Kushner on one side, the Russian grouping sat on the other side, and at the head of the table was Don and Paul Manafort....","Rob Goldstone","Jared Kushner","neutral2"
"666","She asked that Goldstone, ""Please explain this to Mr. Agalarov and that Mr. Trump greatly appreciates his thoughtfulness and good wishes.""","Trump","Agalarov","positive1"
"667","The Committee found Mifsud was aware of an aspect of Russia's active measures campaign in the 2016 election and that Mifsud told Papadopoulos what he knew.","Mifsud","Papadopoulos","neutral2"
"668","In the spring of 2016, Boris Epshteyn, a Trump Campaign surrogate and later employee,brought a third proposal to Eric Trump.","Boris Epshteyn","Trump Campaign","neutral1"
"669","Manafort also sent the memorandum to Sean Hannity, although he said he did not expect Hannity to talk to Trump about it.","Manafort","Sean Hannity","positive1"
"670","Following this testimony, Corsi said that Stone directed him to ""stick to the plan""; Stone also threatened Credico to prevent him from testifying to HPSCI and contradicting Stone's story.","Stone","Corsi","neutral1"
"671","The GRU launched the DCLeaks website publicly on June 8, 2016.","GRU","DCLeaks","positive1"
"672","Michael Cohen testified to the Committee that he was present in Trump's office when Trump Jr. came into the office and, in a manner that was uncommon, walked toward the back of Trump's desk and leaned over and quietly said, ""The meeting. It's all set.""","Trump Jr.","Trump","neutral2"
"673","Shortly after Graff's email, Scavino replied to Goldstone, copying Graff and Trump Jr. He wrote:","Scavino","Goldstone","neutral1"
"674","Similarly, on April 6, 2016, the IRA purchased advertisements for its account ""Black Matters"" calling for a ""flashmob"" of U.S. persons to ""take a photo with #HillaryClintonForPrison2016 or #nohillary2016.""","IRA","""Black Matters""","negative1"
"675","In addition to Cohen's efforts with Sater and Rtskhiladze, a third version of a business deal for a hotel in Russia was brought to the Trump Organization during the campaign through Boris Epshteyn, a Trump Campaign surrogate and later employee.","Cohen","Sater","neutral1"
"676","Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Dan Scavino","Jason Miller","positive2"
"677","From: Rhona Graff","Rhona Graff","Steve Bannon","neutral2"
"678","Donald Trump told advisors that it was the end of his presidency, sought to have Attorney General Jefferson (Jeff) Sessions unrecuse from the Russia investigation and to have the Special Counsel removed, and engaged in efforts to curtail the Special Counsel's investigation and prevent the disclosure of evidence to it, including through public and private contacts with potential witnesses.","Donald Trump","Special Counsel","negative2"
"679","Despite the GRU's attempts to legitimize the DCLeaks personas and obfuscate Russian involvement, additional technical information linked the DCLeaks site to the GRU and its other interference efforts.","GRU","DCLeaks site","neutral2"
"680","Until Gates entered into a plea agreement with the SCO in February 2018, Manafort and Gates remained in close contact and regularly discussed the investigations into both of their activities.","Gates","Manafort","positive2"
"681","But the audacious venture has been a keen focus of federal investigators trying to determine if the Trump campaign colluded with the Kremlin.","Trump","Kremlin","positive2"
"682","While little is known about Klokov, the nature of the outreach and Klokov's ties to the Russian government suggest that his outreach may have been sanctioned by the Russian government.","Russian government","Klokov","positive1"
"683","According to Graffs itinerary, Trump was scheduled to arrive at the Ritz Carlton hotel at 4:00 p.m.","Graffs","Trump","neutral1"
"684","Neither Emin Agalarov nor Goldstone recalled the names of any of the attendees other than the head of Sberbank, Herman Gref.","Goldstone","Herman Gref","neutral1"
"685","In the spring of 2016, the Trump Campaign's opposition research team primarily focused on Clinton's ""missing"" emails, and financial contributions to the Clinton Foundation.","Trump Campaign","Clinton","negative1"
"686","Cohen posed for a photo with Kennedy and another attendee, then-Sen. Hillary Clinton, a picture he would later show off in a tweet: “#tbt being received by two great Americans.”","Cohen","Hillary Clinton","neutral2"
"687","Bannon’s thought was that the decision could be made for the president—a way the president liked to have decisions made—if Bannon could get rid of McMaster.","Bannon","McMaster","negative1"
"688","Cohen said that he would be ""honored"" to meet with Klokov while in Moscow ""to discuss any thoughts you might have that could enhance the project.","Cohen","Klokov","positive1"
"689","In early December, a business associate steered Dmitriev to Erik Prince, a supporter of the Trump Campaign and an associate of senior Trump advisor Steve Bannon.","Dmitriev","Erik Prince","neutral2"
"690","From 9:30 p.m. to 9:32 p.m., Gates and Kilimnik exchanged three short phone calls.","Gates","Kilimnik","neutral2"
"691","Aleksey Goreslavskiy, a Rykov associate and former colleague, has political oversight of online media in Russia's Presidential Administration.","Aleksey Goreslavskiy","Russia's Presidential Administration","neutral1"
"692","Similar communications occurred between WikiLeaks and the GRU-operated persona DCLeaks.","DCLeaks","GRU","neutral2"
"693","For example, Russian government media RT announced:""'Guccifer 2.0' releases hacked DNC docs revealing mega donors, Clinton collusion.""","Russian Government","RT","positive1"
"694","On December 17, 2015, Putin made positive public comments about Trump.","Putin","Trump","positive1"
"695","The relationship between the Agalarovs and Trump also continued on other fronts.","Agalarovs","Trump","neutral2"
"696","Stone stayed in close communication with the Trump Campaign.","Stone","Trump Campaign","positive2"
"697","What’s more, whatever breach there had been between Bannon and Priebus came smoothly together over their mutual loathing of Jared and Ivanka.","Bannon","Ivanka","negative1"
"698","Throughout the nine-month effort, Sater, who was born in the Soviet Union and worked for years as an undercover source for US intelligence agencies and the FBI, told Cohen he had connections to top Russian officials and businessmen: Arkady Rotenberg and Boris Rotenberg, brothers who grew up with Putin and were considered his “shadow cabinet”; Andrey Molchanov, a billionaire Russian politician Sater was introduced to by a close personal friend, who proposed building the tower on his property; and a former member of Russia’s military intelligence to whom Sater passed photographs of Cohen’s passport to obtain a visa.","Boris Rotenberg","Arkady Rotenberg","positive2"
"699","Over the course of their relationship, Cohen recalled introducing Rtskhiladze to Trump on multiple occasions, both in Trump's office in New York and in Georgia during Trump's trip there in connection with the Batumi deal.","Cohen","Rtskhiladze","positive1"
"700","On June 27, 2013, Goldstone wrote to Emin Agalarov stating that Trump's assistant wanted to know where to send ""the letter for Putin.""","Goldstone","Emin Agalarov","neutral2"
"701","Later on June 3, 2016, after the phone call with Emin, Goldstone emailed to Donald Trump Jr. with the subject line ""Russia - Clinton - private and confidential.","Goldstone","Donald Trump Jr.","neutral2"
"702","Trump's comments Friday suggested that his stance had taken a turn with regards to the ventilators since Thursday night, when the President told Sean Hannity on Fox News that he was ""getting along"" with Cuomo but slammed the governor for wanting tens of thousands of ventilators, which the President doubts are necessary.","Trump","Cuomo","positive2"
"703","Mermoud explained to the Committee that it was his understanding that Manafort was ""still talking to candidate Trump quite a bit.""","Manafort","Trump","neutral2"
"704","Papadopoulos, on his own initiative, met and communicated repeatedly with individuals throughout 2016 to advance the Campaign's relationship with Russia, including London-based Professor Joseph Mifsud and Mifsud associates Olga Polonskaya and Ivan Timofeev.","Papadopoulos","Joseph Mifsud","neutral2"
"705","More significant, Mr Mueller is investigating whether Donald Trump tried to impede Mr Mueller investigation into whether any the president associates conspired with Russia's campaign to sow discord among the American electorate during the 2016 presidential race.","Donald Trump","Russia","positive2"
"706","After the U.S. presidential election, Kilimnik and Patten began developing ideas for peaceful settlement to the conflict in eastern Ukraine.","Kilimnik","Patten","positive2"
"707","After agreeing to move the time of the meeting back one hour at Goldstone's request, Trump Jr. emailed Kushner and Manafort, forwarding the entirety of his email thread with Goldstone about arranging the meeting.","Trump Jr.","Manafort","neutral2"
"708","Klyushin has publicly stated that he works for the Russian Presidential Administration and has also been affiliated with the Russian Duma.","Klyushin","Russian Presidential Administration","neutral1"
"709","Donald Trump put the responsibility for it on two of his favorite people to blame: Bush and Obama.","Donald Trump","Bush","negative1"
"710","Goldstone also recalled, ""I'd said either pre-or post-meeting to Emin, probably Emin, that: 'This is a pretty big favor; I hope it was worth it to Aras Agalarov.","Emin","Aras Agalarov","positive2"
"711","Following the announcement, Bannon complained to Stone by email about the lack of any new releases, asking ""what was that this moming???""","Bannon","Stone","neutral2"
"712","On November 10, Emin Agalarov sent a text message to Trump Jr: Don!!!","Emin Agalarov","Trump Jr","neutral2"
"713","In the morning of Monday, May 8, 2017, Donald Trump met in the Oval Office with senior advisors, including McGahn, Priebus, and Miller, and informed them he had decided to terminate Comey.","Donald Trump","McGahn","neutral2"
"714","On December 29, 2016, then-President Obama imposed sanctions on Russia for having interfered in the election.","Obama","Russia","negative1"
"715","Shugart told the Committee that, ""When we would speak in the lead-up to the pageant, he [Trump] wanted to - he just would reiterate his desire to meet Putin,"" but he didn't explain why.","Shugart","Trump","neutral2"
"716","Manafort believed that Trump Jr. would not have invited Manafort to attend unless Trump Jr. thought the meeting would potentially be important.","Trump Jr.","Manafort","positive1"
"717","In particular, Cohen told Klokov that ""our LOI developer"" was ""in talks"" with Putin's ""Chief of Staff' to arrange the formal invite for Putin and Trump to meet.","Cohen","Klokov","neutral2"
"718","Further, Kilimnik was familiar with Fabrizio's past work and had worked with him professionally.","Kilimnik","Fabrizio","neutral2"
"719","These IRA posts included allegations of voter fraud, as well as allegations that Secretary Clinton had mishandled classified information.","IRA","Clinton","negative1"
"720","As a result of their ties to the Russian government, the Department of Justice directed the production companies for both RT (T&R Productions LLC) and Sputnik (RIA Global) to register as foreign agents under FARA.","Russian Government","Sputnik","positive2"
"721","During his initial conversations with Clovis in early March, Papadopoulos learned that ""a principal foreign policy focus of the Campaign was an improved U.S. relationship with Russia.""","Papadopoulos","Clovis","neutral2"
"722","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Donald Trump","Roman Beniaminov","neutral2"
"723","On November 21, 2004, after a runoff vote, Ukraine's Central Election Commission announced Yanukovych as the winner.","Central Election Commission","Yanukovych","positive2"
"724","Balber had represented Donald Trump in at least one matter in 2013.","Balber","Donald Trump","neutral1"
"725","“This guy is doing an amazing job,” Steve Bannon tells TIME of Priebus.","Steve Bannon","Priebus","positive1"
"726","Papadopoulos is listed in the attachment as ""Oil and Energy Consultant; Hudson Institute; Expert on Mediterranean, Caspian, and Middle Eastern energy and Israel; degrees from University College London, DePaul University and Universite Catholique de Louvain.""","Papadopoulos","DePaul University","positive2"
"727","In 2015, the Department of the Treasury's Office of Foreign Asset Control added GenBank to the Specially Designated Nationals (SDN) list for as part of its Ukraine- related sanctions program.","the Department of the Treasury's Office of Foreign Asset Control","GenBank","negative1"
"728","The nature of these communications suggested that the GRU sought to launder and amplify its stolen information through established outlets and individuals, including by cultivating a relationship with Stone, a known close associate of Trump.","Stone","Trump","positive2"
"729","Mr. Akhmetshin, Ms. Veselnitskaya, and myself sat to the left side, facing-with our backs to the wall, facing 57th Street and the other side of the table. Mr. Donald Trump Junior and Mr. Manafort were at the head of the table.","Veselnitskaya","Manafort","neutral2"
"730","Ms. Veselnitskaya and her client hired a team of political and legal operatives that included Rinat Akhmetshin","Veselnitskaya","Rinat Akhmetshin","positive1"
"731","At 3:43 p.m., Goldstone wrote to Trump Jr., ""ok he's on stage in Moscow but should be off within 20 Minutes so I am sure can call.""","Goldstone","Trump Jr.","neutral2"
"732","The friend gave that proposal to Kushner before the inauguration, and Kushner later gave copies to Bannon and incoming Secretary of State Rex Tillerson.","Rex Tillerson","Secretary of State","neutral1"
"733","For example, Kaveladze and Veselnitskaya remained in contact and Kaveladze facilitated at least two additional meetings between Veselnitskaya and Aras Agalarov.","Veselnitskaya","Aras Agalarov","neutral2"
"734","TRUMP and his associates duly had obtained and supplied the Kremlin with this information.","TRUMP","Kremlin","positive2"
"735","Goldstone's email included the text of a forwarded email from Konstantin Sidorkov, a ""Partner Relations Manager"" at VK:","Konstantin Sidorkov","VK","neutral1"
"736","The previously unreported meeting was also attended by Mr. Trump’s campaign chairman at the time, Paul J. Manafort, and by the president’s son-in-law, Jared Kushner.","Paul J. Manafort","Donald Trump Jr.","neutral2"
"737","Felix Sater and Michael Cohen will be invited to Russian consulate this week to receive invite & have visa issued","Russian consulate","Felix Sater","positive1"
"738","That day, Stone emailed Credico an article with allegations about then-candidate Clinton related to her service as Secretary of State and wrote:","Stone","Credico","neutral2"
"739","In 2011, the Kremlin issued Assange a Russian visa","Kremlin","Assange","positive1"
"740","Deripaska's right-hand-man for the implementation of Russian active measures is Viktor Boyarkin, a GRU officer working for Deripaska.","Viktor Boyarkin","GRU","neutral1"
"741","Gates recalled that Kilimnik assisted him on matters related to Deripaska, including serving as Manafort's point of contact with Deripaska's side ofthe deal for Pericles.","Deripaska","Pericles","neutral2"
"742","In an email to Hawker, Kilimnik stated that the purpose of the project was ""to build a framework for clarifying and promoting Russian Government's position on Crimea and Ukraine in the Western and Ukrainian media using existing contacts and modem mechanisms.""","Kilimnik","Russian Government","positive1"
"743","Cohen told Sater that he was going to terminate the LOI and cease working with Sater, telling Sater that ""[n]ot you or anyone you know will embarrass me in front of Mr. T when he asks me what is happening.""","Cohen","Sater","neutral2"
"744","Records show that Stone had at least 25 phone calls with Manafort, 20 phone calls with Gates, two calls with Bannon and two calls with Trump in the month of August 2016 alone.","Stone","Manafort","neutral2"
"745","Manafort's Campaign email account calendar had an entry for the Kilimnik meeting starting' at 9:00 p.m., following a 5:30 p.m. meeting with Trump and Rudy Giuliani in Trump Tower.","Manafort","Trump","neutral2"
"746","Bannon and the president enjoyed trash-talking McMaster together.","Bannon","the president","positive2"
"747","In the text messages to Stone, Credico conveyed that there would be ""big news Wednesday"" (October 5) and that ""Hillary's campaign will die this week.""","Credico","Stone","neutral2"
"748","Akhmetshin had only expected Trump Jr., and not Manafort and Kushner.","Akhmetshin","Kushner","neutral1"
"749","Following the election, Manafort worked with Kilimnik on narratives sought to undermine information showing that Russia interfered in the 2016 U.S. election.","Russia","U.S.","negative1"
"750","Stone appeared to believe Corsi' s prediction to him that John Podesta was WikiLeaks's next target.","WikiLeaks","John Podesta","negative1"
"751","Kilimnik also claimed to Patten that ""GRU does not have agents abroad. Not its business after the reforms.""","Kilimnik","Patten","neutral2"
"752","Moving from the cabinet room across the open area into the president’s earshot, “a loud, scary, clearly threatening” Bannon, in the Jarvanka telling, yelled, “I am going to fuck Hope Hicks and your little group!”","Bannon","Hope Hicks","negative2"
"753","On June 7, several days after Goldstone's offer of information to Trump Jr. and several hours after Trump Jr. confirmed the June 9, 2016 meeting with Goldstone, then-candidate Trump publicly stated, ""I'm going to give a major speech on probably Monday of next week and we're going to be discussing all of the things that have taken place with the Clintons.","Trump Jr.","Goldstone","neutral2"
"754","Putin has publicly acknowledged that RT ""is funded to reflect the Russian government's official position.""","RT","Russia","positive1"
"755","Mr Trump repeatedly pressed Justice Department officials about the status of Clinton-related investigations, including Mr Whitaker when he was the chief of staff to Attorney General Jeff Sessions, according to a person with direct knowledge of the conversations.","Trump","Clinton","negative1"
"756","Continuing on this theme, Source G, a senior Kremlin official, confided that the CLINTON dossier was controlled exclusively by chief Kremlin spokesman, Dmitriy PESKOV, who was responsible for compiling/handling it on the explicit instructions of PUTIN himself","Dmitriy Peskov","Kremlin","neutral1"
"757","Also during the 2016 elections, an individual named Dmitri Klokov contacted Cohen to set up a potential Trump-Putin meeting, possibly in relation to the Trump Tower Moscow discussions.","Dmitri Klokov","Cohen","neutral2"
"758","On numerous occasions over the course of his time on the Trump Campaign, Manafort sought to secretly share internal Campaign information with Kilimnik.","Manafort","Kilimnik","positive1"
"759","Cohen, unsmiling in his portrait, chose a passage by Henry David Thoreau.","Cohen","Henry David Thoreau","positive1"
"760","“What does Spicer’s forty-member comm staff actually do?” was a persistent First Family question.","First Family","Spicer","negative1"
"761","The Committee assesses that Kilimnik likely served as a channel to Manafort for Russian intelligence services, and that those services likely sought to exploit Manafort's access to gain insight info the Campaign.","Manafort","Russian intelligence services","neutral2"
"762","For instance, on October 21, 2016, Manafort sent Kushner an email with an attached memorandum that provided strategy guidance recommending that the Campaign should depict Clinton ""as the failed and corrupt champion of the establishment,"" because ""Wikileaks provides the Trump campaign the ability to make the case in a very credible way -by using the words of Clinton, its campaign officials and DNC members.""","Manafort","Clinton","negative1"
"763","Cohen and Trump also discussed ""the usefulness of the released emails,"" including in relation to Bernie Sanders, Donna Brazile, and Wasserman Shultz.","Cohen","Trump","neutral2"
"764","In the spring of 2016, Epshteyn received the proposal from contacts he had in the Moscow city government, and shared it with Eric Trump, with whom Epshteyn had long been friends.","Moscow city government","Epshteyn","neutral1"
"765","Gates recalled that following the email release, he was with Trump on Trump's plane on the tarmac, and takeoff was delayed for thirty minutes so that Trump could work the emails into his next speech.","Gates","Trump","neutral2"
"766","After Bannon assumed the role of Campaign CEO, Stone repeated to him that he ""had a relationship with Assange and said that WikiLeaks was going to dump additional materials that would be bad for the Clinton Campaign.""","Stone","Assange","neutral1"
"767","Issues related to Manafort's historical involvement with Deripaska and the PoR continued through Manafort's entry into the Trump Campaign in 2016.","Manafort","Trump Campaign","neutral2"
"768","The Committee scrutinized these contacts in order to determine whether these activities were connected to Russian interference in the 2016 U.S. election.","Russia","U.S. election","negative1"
"769","Rob Goldstone apologized to Donald Trump Jr. on the way out....","Rob Goldstone","Donald Trump Jr.","positive1"
"770","Trump Campaign and Russian leadership had a mutual interest in defeating Democratic presidential candidate Hillary Clinton, whom President Putin apparently both hated and feared.","Trump Campaign","Hillary Clinton","negative1"
