"sentID","sentence","head","tail","relation"
5105,"The timing of Mifsud's visit to Moscow and his subsequent conversation with Papadopoulos are consistent with the timeline of the GRU's cyber penetration of the DNC and DCCC, several weeks before any information about that activity was public.","GRU","DCCC","negative1"
534,"Using the Guccifer 2.0 Twitter account, GRU officers sent WikiLeaks an encrypted file and instructions on how to open it","Guccifer 2.0","GRU","neutral2"
1346,"An example of the overlap between Russian government directed influence efforts and those where Deripaska had a personal interest-and employed Manafort to advance both-is Montenegro.","Manafort","Russian government","neutral1"
4953,"And yet, the following day, as Donald Trump and Michael Cohen're walking to Donald Trump's car, he's asking Michael Cohen, ""How's things going with Russia? ""","Donald Trump","Michael Cohen","neutral2"
4292,"Emin Agalarov, lrakli Kaveladze, and Jason Tropea all shared the same legal representation, Scott Balber.","Scott Balber","Emin Agalarov","neutral1"
3135,"On October 30, 2013, Roman Beniaminov and Goldstone, who both work for Emin Agalarov, exchanged an email titled ""To do.""","Roman Beniaminov","Emin Agalarov","neutral1"
3384,"In the body of the message Jacobs /KlingStubbins's architect William McGee referenced previous discussions and wrote that ""Mr. Agalarov"" had suggested that the ""Trump project"" be moved to a different site along the river.","William McGee","Jacobs /KlingStubbins","neutral1"
2348,"In April 2016, Assange and WikiLeaks criticized the release of information in the Panama Papers as a ""Putin attack [that] was produced by OCCRP which targets Russia & former USSR and was funded by USAID & Soros,"" a frequent refrain in Russian state-sponsored influence operations.","OCCRP","Putin","negative1"
1406,"According to an FBI interview of Gates, Alexander and Dmit Chera were the owners of Black Sea Cable affiliated with Rinat Akhmetov","Dmit Chera","Rinat Akhmetov","neutral2"
3350,"On December 6, 2013, Emin Agalarov sent the signed agreement to Trump Jr. and introduced him, by email, to Irakli Kaveladze, who Agalarov said had worked on the Miss Universe pageant, had met Trump, and would be working on the Trump Tower deal for Crocus.","Irakli Kaveladze","Emin Agalarov","neutral1"
2946,"Emin Agalarov is the son of Aras Agalarov.","Emin Agalarov","Aras Agalarov.","positive2"
3663,"Kaveladze explained that Emin Agalarov was only involved because Aras Agalarov would not contact Goldstone directly, but would instead pass the message through Emin Agalarov.","Aras Agalarov","Emin Agalarov","neutral1"
4377,"In addition to Klyushin, Rykov has ties to a number of other 'individuals outside of the Kremlin who are associated with Russian intelligence services or pro-Kremlin political parties, such as Leonid Reshetnikov, Aleksey Kondratyev, Aleksey Zhuraviev, German Klimenko, Aleksey Chesnakov and Aleksandr Dugin.","Rykov","Aleksey Zhuraviev","neutral1"
109,"Some of his more vocal supporters stirred his anger, including the Fox News commentator Jeanine Pirro, who has railed repeatedly on her weekly show that Donald Trump is being ill served by the Justice Department.","Justice Department","Donald Trump","neutral1"
2005,"The Committee found that, since at least the time he hired Paul Manafort in approximately 2004, Oleg Deripaska has acted as a proxy for the Russian state and Russian intelligence services.","Deripaska","the Russian state","neutral1"
3337,"It is a pity that Vladimir Putin and Donald Trump were not able to have their meeting, but Vladimir Putin hopes they will be able to talk during one of Donald Trump's upcoming visits to Russia.","Vladimir Putin","Donald Trump","positive1"
356,"Prigozhin is a wealthy Russian businessman who served as the head of Concord.","Prigozhin","Concord","neutral1"
4223,"So eventually Irakly “Ike” Kaveladze is telling her [Veselnitskaya] that the meeting is not going to happen.","Irakly “Ike” Kaveladze","Veselnitskaya","neutral2"
1911,"Gates responded that the ""only guidance is to reinforce the previous points"" and to tell Chaly that Manafort had ""helped organize the call between the two presidents.""","Manafort","Donald Trump","neutral1"
35,"President Donald Trump on Sunday would not say whether he will pardon several former associates who were convicted after being charged as part of the Mueller probe, including former campaign chairman Paul Manafort and long-time friend Roger Stone.","Donald Trump","Roger Stone","positive2"
1584,"Patten told the Committee that he recalled meeting with Kilimnik on his trip ""separately about our business,"" but that he did not see much of Kilimnik, who was busy with other matters.","Patten","Kilimnik","neutral2"
293,"The Trump Organization pursued the project through at least June 2016, including by considering travel to Russia by Cohen and candidate Trump.","Cohen","Russia","neutral2"
3350,"On December 6, 2013, Emin Agalarov sent the signed agreement to Trump Jr. and introduced him, by email, to Irakli Kaveladze, who Agalarov said had worked on the Miss Universe pageant, had met Trump, and would be working on the Trump Tower deal for Crocus Group.","Irakli Kaveladze","Crocus Group","neutral1"
5291,"Despite efforts by certain individuals to remove him from the Campaign, Papadopoulos continued to assert his affiliation with the Campaign and remained in contact with senior staff such as Stephen Bannon and Michael Flynn.","Papadopoulos","Michael Flynn","neutral2"
3297,"Shugart told the Committee, ""While we were there at the pageant, he [Trump] had told me-it might have been right afterwards, but I think it came up at the pageant-that if anyone asked, for me to allude to the fact that Putin had been there; and that he said that no one would know because he could have come in when the lights went down for the show.""","Shugart","Trump","neutral2"
