"sentID","sentence","head","tail","relation"
3016,"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Olivia Culpo","Emin Agalarov","neutral2"
2862,"In mid-October, Ivanka Trump tasked the Trump Campaign's senior officials (including: Bannon, Scavino, Stephen Miller and Jason Miller) with preparing two Trump tweets every day linking to WikiLeaks content, which, she said, would help ""refocus the narrative.""","Jason Miller","Trump Campaign","neutral1"
2837,"Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Bannon","Stephen Miller","positive2"
459,"Military Unit 26165 is a GRU cyber unit dedicated to targeting military, political, governmental, and non-governmental organizations outside of Russia, including in the United States.","Military Unit 26165","United States","negative1"
1868,"According to Manafort, Kilimnik had been putting together background information on the status of inquiries by reporters and investigators about Manafort's activities in Kyiv, at Manafort's request.","Kilimnik","Manafort","neutral2"
1314,"These Russian influence efforts were designed to influence the 2004 Ukrainian presidential election between PoR-candidate Viktor Yamikovych and independent candidate Viktor Yushchenko in Yanukovych's favor.","Viktor Yamikovych","Viktor Yushchenko","negative2"
1775,"Manafort said that both sides reached out to one another.","Jared Kushner","Manafort","positive2"
3526,"While in Moscow, Rohrabacher and his staffer, Paul Behrends, separated from the group and, despite the concerns of the U.S. Embassy, met with Vladimir Yakunin.","Rohrabacher","Vladimir Yakunin","neutral2"
3808,"Stephen Miller, who worked on the Trump Campaign, told the Committee that the speech referenced by Trump may have been postponed due to the Pulse nightclub shooting in Florida.","Stephen Miller","Trump Campaign","neutral1"
1301,"The Committee found that Manafort's presence on the Campaign and proximity to Trump created opportunities for the Russian intelligence services to exert influence over, and acquire confidential information on, the Trump Campaign.","Russian intelligence services","the Trump Campaign","negative1"
58,"In May, six weeks before the Republican National Convention in Cleveland, Sater asked Cohen when he and Trump would go to Moscow.","Cohen","Trump","neutral2"
4073,"On June 10, 2016, Goldstone emailed Rhona Graff to inform her that ""Emin and Aras have a fairly sizable birthday gift for Mr. Trump"" and asked how it should be delivered.","Goldstone","Rhona Graff","neutral2"
4546,"Both were offered to Cohen in September 2015, shortly after Cohen's efforts to set up a meeting between Putin and Trump in New York.","Cohen","Putin","neutral1"
5087,"Papadopoulos believed Mifsud, Polonskaya, and Timofeev were connected to the Russian government, and worked with them on ways for the Campaign to engage with the Russian government.","Papadopoulos","Mifsud","neutral2"
1787,"Kilimnik was aware that Manafort remained in contact with Trump and the Trump Campaign generally and took an interest in making use of the connection.","Manafort","Trump Campaign","positive2"
4053,"Emin and he both said the same continually: 'I know Rob Goldstone didn't want to do this, I know Rob Goldstone didn't want to set it up, but Mr. A[galarov] really wanted it, and it's fine.'""","Emin","Rob Goldstone","positive1"
2026,"In statements to the media in August 2018, Rybka suggested she sent copies of her recordings to Deripaska, and expressed her hope that he would help secure her release from prison.","Rybka","Deripaska","positive1"
2067,"Patten told the SCO that after he had left IRI, an IRI employee who worked at IRI's Belarus desk, Trig Olson, made a claim that Kilimnik leaked information to Russian intelligence.","Patten","SCO","neutral2"
178,"Two days later, on May 5, 2017, the President told close aides he was going to fire James Comey Jr., and on May 9, he did so, using his official termination letter to make public that James Comey Jr. had on three occasions informed the President that he was not under investigation.","the President","James Comey Jr.","neutral2"
903,"What’s more, whatever breach there had been between Bannon and Priebus came smoothly together over their mutual loathing of Jared and Ivanka.","Priebus","Jared","negative1"
2106,"Kilimnik, first as an employee of Manafort's in Kyiv, and later as Patten's partner, served in several roles, most notably as an advisor to the presidential administration and in particular to Yanukoych's then-chief of staff, Lyovochkin.","Kilimnik","Lyovochkin","positive2"
348,"Some IRA employees, posing as U.S. persons and without revealing their Russian association, communicated electronically with individuals associated with the Trump Campaign and with other political activists to seek to coordinate political activities, including the staging of political rallies.","IRA","Trump Campaign","neutral2"
601,"Name a political precept and Donald Trump probably broke it during his improbable march to the White House.","Donald Trump","White House","neutral1"
341,"The first form of Russian election influence came principally from the Internet Research Agency, LLC (IRA), a Russian organization funded by Yevgeniy Viktorovich Prigozhin and companies he controlled, including Concord Management and Consulting LLC and Concord Catering (collectively ""Concord"").","Yevgeniy Viktorovich Prigozhin","Concord Catering","positive1"
2469,"After the July 22 WikiLeaks release, Trump and senior Campaign officials believed Stone had access to non-public information about WikiLeaks' s ability and intent to release emails harmful to Clinton.","WikiLeaks","Clinton","negative1"
897,"Bannon, assured by everyone that there was no winning against the Trump family, hardly tried to hide his satisfied belief that he was going to outplay them","Bannon","Trump family","negative2"
1179,"People working in the West Wing say they have heard Trump criticize Don Jr. and Eric and even Ivanka for doing or saying something that the president thought was not helpful, but none could recall hearing him say anything negative about Melania.","Trump","Eric","negative1"
1150,"Various accounts, mostly offered by Christie himself, make Jared the vengeful hatchet man in Christie’s aborted Trump administration career.","Jared","Christie","negative2"
5142,"Simona Mangiante, an Italian attorney who worked for the European Parliament until 2016, first interacted with Papadopoulos in approximately September 2016, when he sent her a Linkedln message, noting that he had previously worked for the organization that Mangiante had just joined, the London Center of International Law Practice (LCILP).","Papadopoulos","London Center of International Law Practice","neutral1"
195,"According to Bannon, Donald Trump said the same thing each time: ""James Comey Jr. told me three times I'm not under investigation.James Comey Jr.'s a showboater. James Comey Jr.'s a grandstander. I don't know any Russians. There was no collusion.","Donald Trump","James Comey Jr.","negative1"
2670,"Stone told Corsi that he was talking to Trump, and Corsi assumed that Stone was conveying Corsi's information to the Trump Campaign.","Stone","Trump Campaign","positive1"
260,"The investigation also identified numerous links between the Russian government and the Trump Campaign.","Russian government","Trump campaign","neutral2"
485,"On April 22, 2016, the GRU copied files from the DNC network to GRU-controlled computers.","GRU","DNC","negative1"
158,"Donald Trump blew up a NATO summit meeting that Mr. Mattis and other national security officials had worked on for months.","Donald Trump","NATO","negative1"
826,"In September 2016, Smith and Ledeen got back in touch with each other about their respective efforts.","Smith","Ledeen","neutral2"
