"sentID","sentence","head","tail","relation"
2775,"Stone wrote, ""Yes - want to talk on a secure line - got Whatsapp?"" and previewed that it was ""good.""","Stone","Erik Prince","neutral2"
819,"On September 2, 2016, Smith directed a business associate to establish KLS Research LLC in furtherance of his search for the deleted Clinton emails.","Smith","Clinton","negative1"
4077,"Jason Tropea told the Committee that the Agalarovs using staff to carry packages into the United States is not typical, and that, ""We've never flown paintings in before.""","Jason Tropea","Agalarovs","neutral1"
441,"For example, on August 23, 2016, the IRA- controlled persona ""Matt Skiber"" Facebook account sent a message to a U.S. Tea Party activist, writing that ""Mr. Trump posted about our event in Miami! This is great!""","Matt Skiber","Tea Party","neutral2"
2254,"In addition to the DCLeaks persona, the GRU created and deployed a persona known as ""Guccifer 2.0"" to undercut attribution of the attacks to Russia and to promote and disseminate stolen data.","GRU","Guccifer 2.0","positive2"
1211,"Page returned to Moscow and NES in December 2016, after his role with the Trump Campaign had ended, but while he was seeking a position with the new administration.","Page","Trump Campaign","neutral2"
134,"Carter Page, a little-known adviser to Donald Trump stunned a gathering of high-powered Washington foreign policy experts meeting with the visiting prime minister of India, Narendra Modi","Carter PAGE","Narendra MODI","neutral2"
2107,"Kilimnik's ability to navigate the Maydan-led ouster of Yanukovych, and his transition to power broker within the OB made him a valuable resource to the Embassy.","Kilimnik","Yanukovych","positive1"
2893,"Aras and Emin Agalarov were later involved in arranging a June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya, a Russian lawyer with government connections, several of her associates, and Donald Trump Jr., Jared Kushner, and Paul Manafort.","Natalia Veselnitskaya","Donald Trump Jr.","neutral2"
5268,"The Committee assesses that at least two participants in the June 9, 2016 meeting, Veselnitskaya and Rinat Akhmetshin, have significant connections to the Russian government, including the Russian intelligence services.","Veselnitskaya","Russian government","positive2"
2977,"Kaveladze recalled that Aras Agalarov was initially very skeptical about hosting the pageant, but Emin Agalarov was excited and lobbied his father.","Emin Agalarov","Aras Agalarov","positive2"
450,"The GRU targeted hundreds of email accounts used by Clinton Campaign employees, advisors, and volunteers.","GRU","Clinton Campaign","negative1"
3685,"[From: Donald Trump Jr.] [To: Rob Goldstone]","Donald Trump Jr.","Rob Goldstone","neutral2"
1683,"For example, in a May email to Fabrizio, Manafort discussed using RNC polling as a baseline, suggesting that Fabrizio should ""piggyback"" off the RNC polling as much as possible.","Manafort","Fabrizio","neutral2"
