sentence,head,tail,relation_predicted,relation_true,correct_detailed,relation_true_simplified,relation_predicted_simplified,correct_simplified
"In his December 19, 2015 messages to Cohen, Sater explained that the meetings in Moscow he was working to setup related to the Trump project should not appear overtly political, but the meetings would be with Putin and other Kremlin insiders.",Sater,Kremlin,neutral1,neutral2,False,neutral,neutral,True
"Then, in June 2017, Alan Garten, a lawyer for the Trump Organization, contacted Goldstone and asked about the June 9, 2016, meeting.",Alan Garten,Goldstone,neutral1,neutral1,True,neutral,neutral,True
"Papadopoulos told the House Judiciary Committee that Mifsud subsequently sent him an email stating that ""it's very important for us to meet in London.",Mifsud,Papadopoulos,positive1,neutral2,False,neutral,positive,False
"In the body of the message architect William McGee referenced previous discussions and wrote that ""Mr. Agalarov"" had suggested that the ""Trump project"" be moved to a different site along the river.",William McGee,Agalarov Family,neutral1,neutral2,False,neutral,neutral,True
"According to Konstantin, they [Konstantin and Manafort] were having breakfast with the president, President Yanukovych",Manafort,Yanukovych,neutral2,positive2,False,positive,neutral,False
"Klyushin and Klyushina were included on a number of Emin Agalarov and Rob Goldstone's emails prior to, and following, the Miss Universe pageant.",Emin Agalarov,Klyushina,neutral1,neutral1,True,neutral,neutral,True
"Papadopoulos, on his own initiative, met and communicated repeatedly with individuals throughout 2016 to advance the Campaign's relationship with Russia, including London-based Professor Joseph Mifsud and Mifsud associates Olga Polonskaya and Ivan Timofeev.",Papadopoulos,Russia,positive1,positive1,True,positive,positive,True
"On November 22, Emin Agalarov wrote to Trump Jr., stating, ""I've spoken to Aras Agalarov about our conversation and all looks very positive, general terms are suitable for a negotiation, lets identify the land and building (we have a few options) and get the ball rolling contractually.""",Emin Agalarov,Aras Agalarov,positive1,neutral2,False,neutral,positive,False
"In November 2016, Patten and Kilimnik arranged for a polling company to test the viability ofa new political party which would include KHtschko, Lutsenko, and two other Ukrainian political figures.",Kilimnik,Lutsenko,neutral2,neutral2,True,neutral,neutral,True
"The subject line of Emin Agalarov's email to Donald Trump Jr. Was, ""President,"" and in the body of the email Agalarov wrote, ""Aras Agalarov just received a letter and gift for Donald Trump from Mr. Putin.""",Emin Agalarov,Donald Trump Jr.,neutral1,neutral2,False,neutral,neutral,True
Schiller recalled: I told him [Trump] that later on that evening. . . . We just laughed. I thought it was as a joke.,Schiller,Trump,positive2,positive2,True,positive,positive,True
"In the post, Cyber Berkut claimed that hacked emails revealed a set of financial transactions between Viktor Pinchuk and the Clinton Foundation.",Viktor Pinchuk,Clinton Foundation,neutral2,neutral2,True,neutral,neutral,True
"Gates then worked with a travel agent to arrange Kilimnik's train tickets to New York, sending Kilimnik train tickets shortly thereafter.",Gates,Kilimnik,positive1,neutral2,False,neutral,positive,False
"The Department of Justice began on Friday to release the documents to BuzzFeed and CNN, which also sued for the records.",Department of Justice,BuzzFeed,neutral1,neutral2,False,neutral,neutral,True
"Cohen told Klokov that he would ""gladly meet with you and your contact"" during this trip.",Cohen,Klokov,positive1,positive1,True,positive,positive,True
"Patten told the FBI that he recalled having a Skype call with Boyarkin and Kilimnik on May 24, 2015, about the Guinea project.",Patten,Kilimnik,neutral1,neutral2,False,neutral,neutral,True
Sater ultimately became involved in Mirax Group.,Sater,Mirax Group,neutral1,neutral1,True,neutral,neutral,True
"In contrast with General McMaster, Mr. Bolton recently began attending regular weekly meetings between Mr. Mattis and Mr. Pompeo.",Mattis,Pompeo,neutral2,neutral2,True,neutral,neutral,True
Denis is the son of Petr Katsyv,Denis,Petr Katsyv,neutral1,positive2,False,positive,neutral,False
"On December 2, at Trump's request, one of Trump's employees sent Emin Agalarov a copy of the article that Trump with a hand written note that referenced the possibility of a Trump Tower Moscow.",Trump,Emin Agalarov,positive1,positive1,True,positive,positive,True
Emin Agalarov approved.,Emin Agalarov,Rob Goldstone,none,positive1,False,positive,none,False
"Based on information about Assange's computer and its possible operating system, this date may be when the GRU staged the stolen Podesta emails for transfer to WikiLeaks (as the GRU had previously done in July 2016 for the DNC emails).",GRU,WikiLeaks,positive1,neutral2,False,neutral,positive,False
"Former White House chief of staff John Kelly, former Defense Secretary Jim Mattis, former Navy Secretary Richard Spencer, former Secretary of State Rex Tillerson and others have all made critical comments regarding Donald Trump’s leadership.",Richard Spencer,Donald Trump,negative1,negative2,False,negative,negative,True
"And I sat next to Jared Kushner on one side, the Russian grouping sat on the other side, and at the head of the table was Don and Paul Manafort....",Paul Manafort,Jared Kushner,none,neutral2,False,neutral,none,False
These Russian influence efforts were designed to influence the 2004 Ukrainian presidential election between PoR-candidate Viktor Yamikovych and independent candidate Viktor Yushchenko in Yanukovych's favor.,Viktor Yamikovych,Viktor Yushchenko,none,negative2,False,negative,none,False
"They're flying in, we're hanging out for a week, fishing and diving together, Felix Sater, Mikhail, and Andrei.",Felix Sater,Andrei,positive2,positive2,True,positive,positive,True
"“I really want to thank Steve Bannon for trying to step in,” Manafort said.",Manafort,Steve Bannon,positive1,positive1,True,positive,positive,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Roman Beniaminov,Murtaza Akbar,none,neutral2,False,neutral,none,False
"Following their initial introduction, Trump and the Agalarovs went upstairs to a suite to sign the final contract for Miss Universe Moscow.",Trump,Agalarovs,positive2,neutral2,False,neutral,positive,False
"In an October 28 email to Graff, Shugart noted that ""Aras is being awarded some sort of Medal of Freedom by Putin at the Kremlin tomorrow and he is hoping to set a meeting with Mr. Trump.""",Shugart,Graff,neutral1,neutral2,False,neutral,neutral,True
"The White House has also undergone turnover and staffing changes in recent days, after one of Donald Trump's top aides and closest confidants, Hope Hicks, resigned and Donald Trump's son-in-law and adviser, Jared Kushner, was stripped of his top-secret security clearance.",Donald Trump,Hope Hicks,none,neutral1,False,neutral,none,False
"On January 15, 2014, Goldstone, Trump Jr., and other Trump Organization staff exchanged a number of emails regarding Ivanka Trump meeting with the Agalarovs in Moscow on February 4 for a ""site visit,"" and Emin Agalarov performing for an upcoming golf event at the Trump property in Doral, Florida.",Ivanka Trump,Agalarovs,neutral2,neutral2,True,neutral,neutral,True
"For years, Kilimnik was defensive about Russian interference in Ukraine with U.S. Embassy in Kyiv officials; he would admit some Russian interference by well-known Russian agents like Medvedchuk, but attempt to distance himself and the OB from Russia.",Kilimnik,Russia,negative1,positive1,False,positive,negative,False
"For years, Kilimnik was defensive about Russian interference in Ukraine with U.S. Embassy in Kyiv officials; he would admit some Russian interference by well-known Russian agents like Medvedchuk, but attempt to distance himself and the OB from Russia.",Kilimnik,Russia,negative1,negative1,True,negative,negative,True
Jim Mattis is widely viewed — by foreign allies and adversaries but also by the traditional national security establishment in the United States — as the cabinet official standing between a mercurial Donald Trump and global tumult.,Jim Mattis,Donald Trump,none,negative2,False,negative,none,False
"On June 14, 2016, the DNC and its cyber-response team announced the breach of the DNC network and suspected theft of DNC documents.",cyber-response team,DNC,neutral2,neutral2,True,neutral,neutral,True
"Manafort told the FBI that, after his resignation, but before the election, he and Trump had spoken ""a few times. """,Manafort,FBI,neutral1,neutral2,False,neutral,neutral,True
The Russian Embassy made contact hours after the election to congratulate Donald Trump and to arrange a call with President Putin.,Putin,Donald Trump,none,neutral2,False,neutral,none,False
Chrysostomides and his companies assisted Manafort and Deripaska in setting up loans to disguise income in Cypriot businesses and avoid Cypriot taxes; these efforts included Pericles.,Chrysostomides,Deripaska,positive1,positive1,True,positive,positive,True
"A May 2014 Department of State cable noted that the Russian Government had ""unleashed an unprecedented social media propaganda campaign to shore up domestic support for President Vladimir Putin's policy and to support anti-Kyiv protest activity on the streets of southern and eastern Ukraine.""",Russian Government,Vladimir Putin,positive1,positive1,True,positive,positive,True
"The panel Epshteyn participated in included representatives of the Moscow city government; including Sergey Cheremin, a minister in the Moscow city government in charge of external relations and investment.",Epshteyn,Sergey Cheremin,neutral2,neutral2,True,neutral,neutral,True
"The following day, December 30, Cohen told Sater that he had lost the deal, and that Cohen would be contacting his ""alternate,"" presumably a reference to Rtskhiladze.",Cohen,Sater,neutral1,neutral2,False,neutral,neutral,True
Cohen kept Trump updated on the progress of the deal.,Cohen,Trump,positive1,neutral2,False,neutral,positive,False
"In the body of the message Jacobs /KlingStubbins's architect William McGee referenced previous discussions and wrote that ""Mr. Agalarov"" had suggested that the ""Trump project"" be moved to a different site along the river.",William McGee,Jacobs /KlingStubbins,neutral1,neutral1,True,neutral,neutral,True
"Throughout the 2016 U.S. presidential campaign, RT and Sputnik used their social media accounts to push WikiLeaks-related content that disparaged Hillary Clinton.",Sputnik,Hillary Clinton,negative1,negative1,True,negative,negative,True
Sater testified that Cohen acted as the “intermediary” for Trump Moscow and was eager to see the deal through because he wanted to “score points with Trump.”,Cohen,Trump Moscow,positive1,neutral1,False,neutral,positive,False
"Flynn declared that he had had no such conversations, absolutely no conversation, he confirmed again, and the interview, attended by senior National Security Council official and spokesman Michael Anton, ended soon thereafter.",Michael Anton,National Security Council,neutral1,neutral1,True,neutral,neutral,True
"On September 9, 2016, the GRU - again posing as Guccifer 2.0-referred to a stolen DCCC document posted online and asked [] ""what do u think of the info on the turnout model for the democrats entire presidential campaign.""",Guccifer 2.0,GRU,positive1,neutral2,False,neutral,positive,False
"The article discussed Ukrainian politicians aligned with Poroshenko's political party who had reversed course after Trump's victory and were now accusing Leshchenko of ""falsifying evidence'' in a Ukrainian criminal case related to Manafort",Ukrainian politicians,Poroshenko's political party,neutral1,positive1,False,positive,neutral,False
So Rinat Akhmetshin and Irakly “Ike” Kaveladze were kind of telling Natalia Veselnitskaya something comforting and conciliatory.,Irakly “Ike” Kaveladze,Natalia Veselnitskaya,positive1,positive1,True,positive,positive,True
"McMaster was a protégé of David Petraeus, the former CENTCOM and Afghanistan commander who became Obama’s CIA director before resigning in a scandal involving a love affair and the mishandling of classified information.",David Petraeus,CIA,neutral1,neutral1,True,neutral,neutral,True
"Clovis sent another email, entitled ""National Security Advisory Committee,"" to Ivanka Trump, Kushner, and Glassner on March 16, 2016: ""As you asked for today, find attached the list of those from whom I have commitments to the team.""",Clovis,Kushner,neutral1,neutral2,False,neutral,neutral,True
"According to Oknyansky, Stone asked if the amounts in question totaled millions of dollars but was told it was closer to hundreds of thousands.",Oknyansky,Stone,neutral1,neutral2,False,neutral,neutral,True
"Sater managed Bayrock; his partner was Tevfik Arif, a former Soviet government trade official.",Sater,Tevfik Arif,neutral2,positive1,False,positive,neutral,False
"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.",Deripaska,Yanukovych,positive1,positive1,True,positive,positive,True
Goldstone told the Committee that Emin Agalarov believed that Trump's initial reaction to being shown possible sites in Moscow during the Miss Universe contest was positive.,Emin Agalarov,Trump,positive1,positive2,False,positive,positive,True
"Initially, Kaveladze thought the meeting would be about business, and was surprised when, on June 7, Aras Agalarov called and informed him that the meeting would be about the Magnitsky Act.",Aras Agalarov,Kaveladze,neutral1,neutral2,False,neutral,neutral,True
"Following his work on the Prevezon case, Samochomov was approached by Veselnitskaya and BakerHostetler to continue doing interpreting work for HRAGI, and he accepted.",BakerHostetler,Samochomov,neutral1,positive2,False,positive,neutral,False
"For example, Mishakov and Rozov have shared board positions at the same company.",Rozov,Mishakov,neutral2,neutral2,True,neutral,neutral,True
"In the spring of 2016, Boris Epshteyn, a Trump Campaign surrogate and later employee,brought a third proposal to Eric Trump.",Boris Epshteyn,Eric Trump,neutral1,neutral1,True,neutral,neutral,True
"Corsi also claimed that he tweeted publicly at WikiLeaks in order to get them to release documents, but no such tweets could be located.",Corsi,WikiLeaks,positive1,neutral2,False,neutral,positive,False
The document sent by Veselnitskaya to Kaveladze on November 23 was emailed to Goldstone the same day.,Kaveladze,Goldstone,none,neutral2,False,neutral,none,False
"The following day, November 28, Kaveladze again followed up with Goldstone, writing, ""Hello Rob, Any news regarding the meeting?",Kaveladze,Goldstone,positive1,neutral2,False,neutral,positive,False
"During the campaign, Manafort worked closely with his long-time deputy, Rick Gates, who had similar access to Trump Campaign personnel and information.",Rick Gates,Trump Campaign,neutral1,positive2,False,positive,neutral,False
"The cable noted that all the messaging form Artem Klyushin and Konstantin Rykov are similar: filled with hatred for the Ukrainian government, the United States and its policies, and Western values.",Artem Klyushin,United States,negative1,negative1,True,negative,negative,True
"Goldstone recalled that Emin Agalarov initially did not remember the calls with Donald Trump Jr. either, but that Agalarov later remembered that the call with Donald Trump Jr. did happen and noted that it was short.",Emin Agalarov,Donald Trump Jr.,neutral1,neutral2,False,neutral,neutral,True
"At that time, Emin Agalarov invited Shugart and several other Miss Universe representatives to Moscow to visit the venue and other related facilities such as hotels.",Emin Agalarov,Shugart,positive1,positive1,True,positive,positive,True
"In addition to business and personal correspondence, the Agalarovs were involved in pushing for a meeting which occurred on June 9, 2016, in Trump Tower (""June 9, 2016 meeting"").",Agalarovs,Trump Family,positive1,neutral2,False,neutral,positive,False
"If not Barrack or Kushner, then, Trump thought the job should probably go to New Jersey governor Chris Christie, who, with Rudy Giuliani, comprised the sum total of his circle of friends with actual political experience.",Trump,Chris Christie,positive1,positive2,False,positive,positive,True
"After the shooting, Boyarkin moved a Russian military ship to Guinea as a show of force to anyone who was trying to impede Deripaska.",Boyarkin,Deripaska,positive1,positive1,True,positive,positive,True
"According to statements to the FBI, Papadopoulos said that he had traveled to Rome from approximately March 12 to March 17, 2016, with several other members of LCILP, in order to meet with individuals at the Link Campus University",Papadopoulos,Link Campus University,neutral1,neutral2,False,neutral,neutral,True
"According to Gates, Manafort had asked Gates to reach out to Mermoud to offer Manafort's assistance to then Ukrainian Ambassador to the United States Valeriy Chaly in repairing relationships Manafort believed Poroshenko had damaged.",Manafort,Gates,positive1,neutral1,False,neutral,positive,False
"The Trump Campaign tried to cast doubt on the October 7 joint DHS/ODNT assessment formally attributing the activity to Russia, and was indifferent to the significance of acquiring, promoting, or disseminating materials from a Russian intelligence services hack-and-leak campaign.",Trump Campaign,DHS/ODNT assessment,negative1,negative1,True,negative,negative,True
"Credico also wrote, ""now pretend don't know me,"" to which Stone responded ""U died 5 years ago.""",Stone,Credico,negative1,neutral2,False,neutral,negative,False
"Sater responded that ""they"" would be sending invitations, which Sater anticipated would arrive after the New Year's holiday.",Sater,Michael Cohen,none,neutral2,False,neutral,none,False
That meeting was likely the last of Emin Agalarov's personal meetings with Trump at Trump Tower.,Emin Agalarov,Trump,neutral1,positive2,False,positive,neutral,False
"In addition to his connection to Klyushin, Rykov maintains contact with a network and pro-Kremlin bloggers. and trolls, many of whom responded to calls by Rykov to participate in U.S. election-related efforts online in 2016.",Rykov,Klyushin,neutral1,neutral1,True,neutral,neutral,True
"Cohen recalled that at the time, Sater gave him the impression that a Russian government person reached out to Sater.",Sater,Cohen,neutral1,neutral1,True,neutral,neutral,True
Manafort sent Barrack a set of notes and talking points outlining Manafort' s qualifications and his commentary on the state of the presidential campaign.,Manafort,Barrack,neutral1,neutral2,False,neutral,neutral,True
"Starting in likely late 2004, Konstantin Kilimnik began to work for Manafort in Ukraine and elsewhere on Deripaska-related projects.",Konstantin Kilimnik,Manafort,neutral1,neutral1,True,neutral,neutral,True
Let DC Leak Account and WikiLeaks do it together.,DC Leak Account,WikiLeaks,positive2,positive2,True,positive,positive,True
"Dmitry Peskov, spokesperson for the Kremlin, responded immediately: ""I completely rule out a possibility that the [Russian] government or the government bodies have been involved in this.""",Dmitry Peskov,Kremlin,positive1,neutral1,False,neutral,positive,False
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Michael Cohen,Roman Beniaminov,none,neutral2,False,neutral,none,False
Given Kilimnik's work as a Russian intelligence officer; the Committee also sought to understand Kilimnik's engagement with the U.S. Embassy in Kyiv during this time period.,Kilimnik,Russian intelligence office,neutral1,neutral1,True,neutral,neutral,True
"Manafort's work with Deripaska also included a joint business venture known as Pericles Emerging Market Partners L.P., a private equity fund designed to be focused on foreign investment in eastern Europe, particularly Ukraine, Russia, and Montenegro.",Manafort,Deripaska,positive2,neutral2,False,neutral,positive,False
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Keith Schiller,Aras Agalarov,neutral2,neutral2,True,neutral,neutral,True
"Julian Assange's statements echoed his March 2016 opposition in the private Twitter chat that ""HC [Hillary Clinton] in whitehouse with her bloodlutt arid ambitions of empire with hawkish liberal-interventionist appointees.""",Julian Assange,Clinton,negative1,negative1,True,negative,negative,True
"On July 13, 2017, @USA_ Gunslinger, a long-running false persona account of the Internet Research Agency (IRA), tweeted about ""Clinton and Clinton Campaign team's collusion with Ukraine Government to interfere in. the US election.""",Ukraine Government,US election,negative1,negative1,True,negative,negative,True
"Sater recalled that a contact in Moscow, whom he identified only as ""Danny,"" ""indicated that he [Danny] spoke to people at VTB and that they would be on board.""",Sater,Danny,neutral1,neutral2,False,neutral,neutral,True
"During that meeting, the White House chief of staff, John Kelly, told Ms Pirro she was inflaming an already vexed president, the people said.",John Kelly,Ms Pirro,negative1,neutral2,False,neutral,negative,False
"On the afternoon of October 6, Stone received a call from Keith Schiller's number.",Stone,Keith Schiller,neutral1,neutral2,False,neutral,neutral,True
"As noted, at Trump's suggestion, on November 19, 2013, Donald Trump Jr. reached out to Emin Agalarov regarding a possible joint development project in Moscow.",Donald Trump Jr.,Emin Agalarov,positive2,positive1,False,positive,positive,True
"The kicker was the suggestion that McMaster was giving inside dope to Petraeus, a pariah because of his guilty plea regarding his mishandling of classified information.",McMaster,Petraeus,negative1,neutral2,False,neutral,negative,False
"Manafort’s work for Deripaska went beyond Ukraine and extended to matters of interest to Deripaska ""worldwide.""",Manafort,Deripaska,neutral1,neutral1,True,neutral,neutral,True
"Former White House chief of staff John Kelly, former Defense Secretary Jim Mattis, former Navy Secretary Richard Spencer, former Secretary of State Rex Tillerson and others have all made critical comments regarding Donald Trump’s leadership.",John Kelly,Donald Trump,negative1,negative2,False,negative,negative,True
"On July 22, 2015, Goldstone wrote to Graff notifying her that Emin Agalarov would like to invite Trump to Aras Agalarov's birthday party in Moscow on November 8, and hoped that Trump would be willing to write a small message of congratulations to Aras Agalarov in a celebratory book.",Emin Agalarov,Trump,positive1,positive1,True,positive,positive,True
"Some of his more vocal supporters stirred his anger, including the Fox News commentator Jeanine Pirro, who has railed repeatedly on her weekly show that Donald Trump is being ill served by the Justice Department.",Jeanine Pirro,Donald Trump,positive1,positive1,True,positive,positive,True
Kilimnik used his work with Patten to test the viability of a Yanukovych return.,Kilimnik,Yanukovych,neutral1,positive1,False,positive,neutral,False
"Mr. Akhmetshin, Ms. Veselnitskaya, and myself sat to the left side, facing-with our backs to the wall, facing 57th Street and the other side of the table. Mr. Donald Trump Junior and Mr. Manafort were at the head of the table.",Akhmetshin,Veselnitskaya,neutral2,neutral2,True,neutral,neutral,True
"During the meal, Goldstone recalled being approached by Schiller, who asked Goldstone if the Agalarov group had plans after the meal.",Schiller,Goldstone,neutral1,neutral1,True,neutral,neutral,True
The text messages between Veselnitskaya and Kaveladze do not offer additional information regarding the nature of Balber's work or his interactions with Veselnitskaya.,Veselnitskaya,Kaveladze,none,neutral2,False,neutral,none,False
"As described below, the GRU used both DCLeaks and Guccifer 2.0 personas to communicate with WikiLeaks, using private Twitter direct messaging, as well as encrypted channels, possibly including the email of encrypted files and WikiLeaks's private communication system.",GRU,DCLeaks,neutral1,neutral1,True,neutral,neutral,True
