sentence,head,tail,relation_predicted,relation_true,correct_detailed,relation_true_simplified,relation_predicted_simplified,correct_simplified
"For Bannon, it was a deeply satisfying slap in the face of liberal rectitude—Elon Musk and Bob Iger immediately resigned from Trump’s business council—and confirmation of Trump’s true Bannonite instincts.",Bob Iger,Trump’s business council,negative1,negative1,True,negative,negative,True
Gates thought that Deripaska wanted a U.S. visa and having Manafort in a position inside the Trump Campaign might be helpful to Deripaska.,Manafort,Deripaska,positive1,positive1,True,positive,positive,True
"Rybka also suggested that she was in possession of more than 16 hours of audio recordings she made of Deripaska's conversations with business associates and Russian political leaders, namely Russian Deputy Prime Minister Sergei Prikhodko.",Rybka,Prikhodko,negative1,neutral1,False,neutral,negative,False
"Kilimnik told Patten that Manafort stayed in the background, but still maintained contact and stayed close to Trump.",Manafort,Trump,positive1,positive2,False,positive,positive,True
"In his December 19, 2015 messages to Cohen, Sater explained that the meetings in Moscow he was working to setup related to the Trump project should not appear overtly political, but the meetings would be with Putin and other Kremlin insiders.",Sater,Kremlin,neutral1,neutral2,False,neutral,neutral,True
"Late that evening, between 11 :28 p.m. and 12:09 a.m., Manafort and Kilimnik also exchanged approximately ten text messages.",Manafort,Kilimnik,neutral2,neutral2,True,neutral,neutral,True
"According to Patten, he and Kilimnik watched the inaugurationin of the lobby of the Mandarin Oriental hotel in Washington; D.C., where Patten understood Kilimnik was staying.",Patten,Kilimnik,neutral2,neutral2,True,neutral,neutral,True
Mr. Trump met President Vladimir V. Putin for the first time as president.,Trump,Vladimir V. Putin,neutral2,neutral2,True,neutral,neutral,True
"On February 4, 2014, an audio recording of a phone call between then-U.S. Ambassador to Ukraine Geoffrey Pyatt and then-Assistant Secretary of State for European and Eurasian Affairs Victoria Nuland appeared on YouTube.",Geoffrey Pyatt,Victoria Nuland,neutral2,neutral2,True,neutral,neutral,True
"But we will have a very good relationship, Donald Trump thinks, with Russian Government.",Donald Trump,Russian Government,positive1,positive1,True,positive,positive,True
"Barrack sent the same email and attachments to Ivanka Trump and Jared Kushner, stating ""I think it is really, really important and Manafort is a genius killer but the opposite of Stone.""",Barrack,Manafort,positive1,positive1,True,positive,positive,True
"Bannon recalled that, prior to joining the Trump Campaign, ""Stone told him that he had a connection to Assange"" and ""implied that he had inside information about WikiLeaks.""",Bannon,Trump Campaign,neutral1,neutral1,True,neutral,neutral,True
"On July 22, 2015, Goldstone wrote to Graff notifying her that Emin Agalarov would like to invite Trump to Aras Agalarov's birthday party in Moscow on November 8, and hoped that Trump would be willing to write a small message of congratulations to Aras Agalarov in a celebratory book.",Emin Agalarov,Trump,positive1,positive1,True,positive,positive,True
"On March 24, 2016, Papadopoulos met with Mifsud and Olga Polonskaya, a Russian-national, at the Holborn Hotel.",Papadopoulos,Mifsud,neutral2,neutral2,True,neutral,neutral,True
"In March 2016, the GRU began hacking the email accounts of Clinton Campaign volunteers and employees, including campaign chairman John Podesta.",GRU,Clinton campaign,negative1,negative1,True,negative,negative,True
Sater recalled accompanying both Trump children during this trip: [Trump} said: My kids are going there; I'd feel a lot more comfortable if you were there looking after them.,Trump,Sater,positive1,positive1,True,positive,positive,True
"[Handwritten remarks by Don. Jr.]: Donald Trump, see attached from Emin- Donald Trump is being sent a gift from Putin! Don",Emin,Donald Trump,positive1,neutral2,False,neutral,positive,False
"WASHINGTON — President Trump told the White House counsel in the spring that he wanted to order the Justice Department to prosecute two of his political adversaries: his 2016 challenger, Hillary Clinton, and the former FBI director James Comey, according to two people familiar with the conversation.",Trump,James Comey,negative1,negative2,False,negative,negative,True
Kilimnik also made reference to communications with Gates.,Kilimnik,Gates,neutral1,neutral2,False,neutral,neutral,True
"On January 26, 2016, Sater asked Cohen if he would speak directly on the phone ""with the guy coordinating to arrange all the calls so you can speak first person to everyone.""",Sater,Cohen,neutral1,neutral2,False,neutral,neutral,True
"Yet, when asked in an ABC News interview to explain the roots of his loyalty, Michael Cohen said, “Michael Cohen does not know the answer.”",Michael Cohen,ABC News,neutral1,neutral2,False,neutral,neutral,True
The Office was able to identify when the GRU ( operating through its personas Guccifer 2.0 and DCLeaks) transferred some of the stolen documents to WikiLeaks through online archives set up by the GRU.,GRU,WikiLeaks,positive1,neutral2,False,neutral,positive,False
"During the meeting, Kilimnik updated Manafort on what was happening with Lyovochkin, Akhmetov, and their ""other friends"" in Kyiv.",Akhmetov,Kilimnik,none,positive2,False,positive,none,False
"The Committee found that, since at least the time he hired Paul Manafort in approximately 2004, Oleg Deripaska has acted as a proxy for the Russian state and Russian intelligence services.",Oleg Deripaska,Paul Manafort,positive1,positive2,False,positive,positive,True
"After the Podesta emails were released on October 7, 2016, Trump and senior Campaign officials acknowledged internally and to Stone that Stone had predicted the WikiLeaks release about Podesta.",Trump,Stone,positive1,positive1,True,positive,positive,True
"Shortly afterward, Trump tweeted: ""Very little pick-up by the dishonest media of incredible information provided by WikiLeaks. So dishonest! Rigged System!""",Trump,WikiLeaks,positive1,positive1,True,positive,positive,True
"By the end of 2015, Cohen reached out to the Kremlin directly to solicit the Russian government’s assistance.",Cohen,Kremlin,positive1,neutral1,False,neutral,positive,False
Connections between Manafort's program in Ukraine and Russia's own influence efforts there suggest that they were effectively part of the same campaign to undermine the Ukrainian government and support pro-Russia candidates.,Manafort,Ukrainian government,negative1,negative1,True,negative,negative,True
"“He wished he was in ‘Goodfellas,’” said Greg Ehrlich, whose wedding Cohen attended in the early 2000s.",Greg Ehrlich,Cohen,positive1,positive2,False,positive,positive,True
"In late 2015 and early 2016, however, Manafort remained engaged in business disputes related to both.",Manafort,Oleg Deripaska,negative1,negative2,False,negative,negative,True
"On October 30, 2013, Roman Beniaminov and Goldstone, who both work for Emin Agalarov, exchanged an email titled ""To do.""",Goldstone,Roman Beniaminov,neutral2,neutral2,True,neutral,neutral,True
"Additionally, in a few instances, IRA employees represented themselves as U.S. persons to communicate with members of the Trump Campaign in an effort to seek assistance and coordination on IRA-organized political rallies inside the United States.",Trump Campaign,IRA,neutral1,positive1,False,positive,neutral,False
"Through counsel, Sater later represented to the Committee that he may have used both Shmykov and Dvoskin at varying times.",Sater,Shmykov,neutral1,positive1,False,positive,neutral,False
"Kaveladze told the Committee that he met with Veselnitskaya, Akhmetshin, and Samochomov, at a dinner in New York for Veselnitskaya's birthday, likely in February of 2017.",Kaveladze,Samochomov,neutral2,neutral2,True,neutral,neutral,True
"IRA Facebook groups active during the 2016 campaign covered a range of political issues and included purported conservative groups (with names such as ""Being Patriotic,"" ""Stop All Immigrants,"" ""Secured Borders,"" and ""Tea Party News""), purported Black social justice groups (""Black Matters,"" ""Blacktivist,"" and ""Don't Shoot Us""), LGBTQ groups (""LGBT United""), and religious groups (""United Muslims of America"").",IRA,"""LGBT United""",none,neutral1,False,neutral,none,False
"And Vladimir Putin actually said to Donald Trump that, if he could, he'd like to invite him to the Sochi Winter Olympics.",Vladimir Putin,Donald Trump,positive1,positive1,True,positive,positive,True
"Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.",Trump Jr.,Eric Trump,neutral2,neutral2,True,neutral,neutral,True
