"","sentence","head","tail","relation"
"472","Within hours, Ruddy received calls from both Priebus and Kushner, urging him to keep an open mind and give the Trump team the benefit of the doubt.","Priebus","Ruddy","neutral2"
"473","That same day, October 7, the Department of Homeland Security and the Office of the Director of National Intelligence issued a joint public statement ""that the Russian Government directed the recent compromises of e-mails from US persons and institutions, including from US political organizations.""","Office of the Director of National Intelligence","Russian government","negative1"
"474","Kilimnik responded that he was ""carefully optimistic on the question of our biggest interest"" and expected that ""we"" will get back to the ""original relationship"" with Deripaska.","Kilimnik","Deripaska","positive1"
"475","Throughout 2016, IRA accounts published an increasing number of materials supporting the Trump Campaign and opposing the Clinton Campaign.","IRA","Trump Campaign","positive2"
"476","Corsi further recalled that on August 15, after he returned from Italy, he conveyed this information to Stone by phone.","Corsi","Stone","neutral2"
"477","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Roman Beniaminov","Murad","neutral2"
"478","Sometime after the September 15, 2015 Hannity radio interview, Cohen initiated a second call with the representative of the Russian government.","Cohen","Hannity","positive1"
"479","In the morning of Monday, May 8, 2017, the President met in the Oval Office with senior advisors, including McGahn, Priebus, and Miller, and informed them he had decided to terminate Comey.","Miller","Priebus","neutral2"
"480","Shugart said that while she had asked Trump to write letters to heads of state on behalf of Miss Universe, ""an invitation like this had never happened before"" and that this was not typical of other foreign pageants they had done elsewhere.","Shugart","Trump","neutral1"
"481","The following day, May 5, 2016, Sater again messaged Cohen.","Sater","Cohen","neutral2"
"482","Moreover, because Clinton's negatives were so low that Paul Manafort could focus on her negatives they could win the election.","Paul Manafort","Clinton","negative1"
"483","Days after the June 9 meeting, on June 14, 2016, a cybersecurity firm and the DNC announced that Russian government hackers had infiltrated the DNC and obtained access to opposition research on candidate Trump, among other documents.","Russian government hackers","DNC","negative1"
"484","At the lunch Anatoli Samochornov and Natalia Veselnitskaya were joined by Irakli Kaveladze and possibly Akhmetshin.","Anatoli Samochornov","Natalia Veselnitskaya","neutral2"
"485","On March 24, 2016, Papadopoulos met with Mifsud and Olga Polonskaya, a Russian-national, at the Holborn Hotel.","Mifsud","Olga Polonskaya","neutral2"
"486","Kilimnik offered Patten an ""explanation,"" suggesting to Patten a fabrication he could offer to the grand jury: How about they sent it to us for a poll they wanted to do, and because they (as they typically do) canceled the poll you decided to use it for inauguration tickets.","Kilimnik","Patten","positive1"
"487","Donald Trump'll get along with Vladimir Putin.","Donald Trump","Vladimir Putin","positive1"
"488","On November 5, 2016, Manafort sent a document entitled ""Securing the Victory"" to at least Trump, Kushner, and Reince Priebus.","Manafort","Kushner","neutral2"
"489","On November 13, 2016, Mermoud forwarded to Gates a message which Mermoud had received from Chaly, stating: ""Got it. We are in contact with ·his executive assistant Ms. Rhona Graf. Still waiting for confirmation of slot for a phone call by my President on Tuesday.""","Chaly","Ms. Rhona Graf","neutral2"
"490","Felix Sater wouldsay that 's a great lifetime goal for Felix Sater and Michael Cohen to go after.","Felix Sater","Michael Cohen","positive2"
"491","And she talked about the research that she had uncovered as part of her research in Mr. Browder, and her allegation was that the Ziff brothers, who are U.S. investors who I believe now are UK investors, that they were Mr. Browder's investors and that they laundered money and did not pay taxes in Russia and the United States.","Ziff brothers","Browder","positive1"
"492","In the morning of Monday, May 8, 2017, the President met in the Oval Office with senior advisors, including McGahn, Priebus, and Miller, and informed them he had decided to terminate Comey.","McGahn","Priebus","neutral2"
"493","Newsom also exacted a promise from Tesla CEO Elon Musk to procure 1,000 ventilators , and tapped Apple's Tim Cook to donate 1 million masks.","Newsom","Tim Cook","positive2"
"494","At 4:38 p.m., Trump Jr. emailed Goldstone, stating only ""Rob thanks for the help.""","Trump Jr.","Goldstone","neutral2"
"495","Throughout 2016, IRA accounts published an increasing number of materials supporting the Trump Campaign and opposing the Clinton Campaign.","IRA","Clinton Campaign","negative2"
"496","After receiving Trump's approval to proceed, Cohen, Sater, and Rozov moved quickly to agree to basic deal parameters.","Cohen","Sater","positive2"
"497","Several days later, Sater sent a text to Cohen describing an additional conversation ""with Moscow"": I had a chat with Moscow.","Sater","Cohen","neutral2"
"498","Later on October 7 Goldstone wrote to Graff, ""The package was delivered very late, so as promised here is the scan and Roman will deliver the original along with the book from Aras to Mr. Trump on Monday.""","Goldstone","Graff","neutral2"
"499","The Committee found that Kosachev is significantly involved in Russian influence activities, including those targeting the United States.","Kosachev","Russian","positive1"
"500","The document listed multiple individuals affiliated with the Trump Campaign, including Flynn, Clovis, Bannon, and Kellyanne Conway","Trump Campaign","Bannon","neutral2"
"501","Despite the Campaign being very busy, and Trump Jr. being unsure of the information, Trump Jr. testified that he thought it was worth it to include Kushner and Manafort in the meeting to hear the Russian lawyer out.","Kushner","Manafort","neutral2"
"502","At their direction, Stone took action to gain inside knowledge for the Campaign and shared his purported knowledge directly with Trump and senior Campaign officials on multiple occasions.","Stone","Trump","positive1"
"503","Natalia Veselnitskaya told to Aras that; Natalia Veselnitskaya reported about this case and about this story; Natalia Veselnitskaya reported personally to the prosecutor general of the Russian Federation, that he received me.","Natalia Veselnitskaya","prosecutor general of the Russian Federation","neutral1"
"504","From: Rob Goldstone","Rob Goldstone","Rhona Graff","neutral2"
"505","Lindsay Santoro then added Goldstone to a VIP list as a guest.","Lindsay Santoro","Goldstone","neutral1"
"506","Spicer, ever ridiculed in the media for his cockamamie defense of the White House and a seeming dumb loyalty, had been judged by the president, quite from the inauguration, to be not loyal enough and not nearly as aggressive as he should be in Trump’s defense.","Trump","Spicer","negative1"
"507","In the spring of 2014, during Russia's invasion of Crimea, Kilimnik contacted Jonathan Hawker, a British national who was a public relations consultant at FTI Consulting and worked with Manafort on Yanukovych-related work.","Russia","Crimea","negative1"
"508","On September 14, 2016, Mermoud reached out to Gates, who at the time was still serving on the Trump Campaign, with ""something of extreme interest.""","Mermoud","Gates","positive1"
"509","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Michael Cohen","Timur Beniaminov","neutral2"
"510","Ivanka told her father that Christie’s appointment as chief of staff or to any other high position would be extremely difficult for her and her family, and it would be best that Christie be removed from the Trump orbit altogether.","Ivanka","Trump","neutral2"
"511","Michael lets go.","Felix Sater","Michael","positive1"
"512","Goldstone spoke with Emin Agalarov, Kaveladze, Trump Organization counsel Alan Garten, and counsel for Trump Jr. Alan Futerfas regarding the June 9, 2016 meeting.","Alan Futerfas","Trump Jr.","neutral1"
"513","Aleksey Goreslavskiy, a Rykov associate and former colleague, has political oversight of online media in Russia's Presidential Administration.","Aleksey Goreslavskiy","Rykov","neutral1"
"514","When asked, Shugart confirmed that Goldstone had specifically mentioned emails.","Goldstone","Shugart","neutral2"
"515","The Committee was unable to reliably determine why Manafort shared sensitive internal polling data or Campaign strategy with Kilimnik.","Manafort","Kilimnik","positive1"
"516","Despite this, Manafort requested that Barrack continue to lobby Trump on his behalf.","Manafort","Barrack","neutral2"
"517","As part of this effort, Kilimnik had spoken to Boyko after Boyko had traveled to Moscow and likely met with high-ranking Russian government officials.","Kilimnik","Boyko","neutral2"
"518","The doctor recalled sitting at the same table as Trump at the bar mitzvah of Michael’s son, Jake.","Michael","Jake","positive2"
"519","Bharara, in turn, was abruptly fired by Trump.","Trump","Bharara","negative1"
"520","For example, in a May email to Fabrizio, Manafort discussed using RNC polling as a baseline, suggesting that Fabrizio should ""piggyback"" off the RNC polling as much as possible.","Manafort","Fabrizio","neutral2"
"521","In the email, Manafort inquired if Kilimnik had shown ""our friends"" media coverage related to Manafort.","Manafort","Kilimnik","neutral2"
"522","Bannon recalled that, prior to joining the Trump Campaign, ""Stone told him that he had a connection to Assange"" and ""implied that he had inside information about WikiLeaks.""","Bannon","Trump Campaign","neutral1"
"523","The emails initially released by DCLeaks on June 8 appeared to originate from personal email accounts of Clinton Campaign employees, advisors, and volunteers, rather than the compromised DNC or DCCC networks.","DCLeaks","Clinton Campaign","negative1"
"524","Information reviewed by the Committee, detailed below, further suggests the GRU may have transferred the Podesta emails using encrypted email or, alternatively, by human courier.","GRU","WikiLeaks","positive1"
"525","In April, John R. Bolton became the White House national security adviser.","John R. Bolton","White House","neutral1"
"526","Papadopoulos characterized a transition in their relationship, shifting from ""seemingly obscure girl ... to now the interlocutor with Mifsud to the Russian Government for me.""","Olga Polonskaya","Russian government","neutral1"
"527","These sessions were captured as GRU officers monitored DCCC and DNC employees' work on infected computers regularly between April 2016 and June 2016.","GRU","DCCC","negative1"
"528","Sater claimed that he had had discussions with ""Evgeny"" to this effect.","Sater","Evgeny","neutral2"
"529","According to Patten, Kilimnik has met with Deripaska and Deripaska associates, including Boyarkin.","Kilimnik","Boyarkin","neutral2"
"530","On November14, architects from the firm Jacobs /KlingStubbins who were working on behalf of Crocus emailed Trump Jr. and Florence Khoo at the Trump Organization and copied Emin Agalarov, Kaveladze, and others.","Jacobs /KlingStubbins","Florence Khoo","neutral1"
"531","Manafort's hiring was not made public until March 29, 2016, when the Trump Campaign issued a press release.","Trump Campaign","Manafort","positive1"
"532","Several days later, Rozov's ""right hand man"", Dmitry Chizhikov, sent Cohen a letter from Rozov, attaching a presentation describing Rozov's company, IC Expert.","Rozov","IC Expert","positive1"
"533","Emin just called and asked me to contact Donald Trump Jr. with something very interesting.","Emin","Donald Trump Jr.","positive1"
"534","Classmate Brian Levenstein described Cohen’s clique as the “upper echelon of Woodmere.”","Brian Levenstein","Cohen","neutral1"
"535","Other than Oates's admission that he began using WhatsApp to send polling data to Kilimnik, the Committee has no material information about the content of communications between Manafort or Gates and Kilimnik following the May 7, 2016 meeting until July 7, 2016.","Manafort","Kilimnik","neutral2"
"536","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Emin Agalarov","Donald Trump","neutral2"
"537","Kilimnik and Patten drafted a paper outlining the plan, which was to decentralize power, limit Kyiv's role in running the country, engage in direct bilateral talks between Poroshenko and Putin, and focus on local elections.","Patten","Kyiv","negative1"
"538","It was another reason for Trump to distrust and hate the FBI, a pernicious tease that left them dangling.","Trump","the FBI","negative2"
"539","Former acting White House chief of staff Mick Mulvaney on Friday acknowledged that Donald Trump “didn’t hire very well” in the earlier stages of his presidency, specifically noting his poor working relationships with administration officials who had ties to the military","Mick Mulvaney","Trump","negative1"
"540","The IRA campaign evolved from a generalized program designed in 2014 and 2015 to undermine the U.S. electoral system, to a targeted operation that by early 2016 favored candidate Trump and disparaged candidate Clinton.","IRA","U.S.","negative1"
"541","Kaveladze's flight to New York arrived around 7:00 a.m. on June 9, and after checking in at his hotel, he waited for the lunch with Veselnitskaya.","Kaveladze","Veselnitskaya","positive1"
"542","At 5:26 p.m., Gates and Kilimnik conducted a 13-minute phone call.","Gates","Kilimnik","neutral2"
"543","On February 15, 2017, Goldstone emailed Graff requesting that she help Goldstone find a copy of Aras Agalarov's previous correspondence with Trump.","Aras Agalarov","Trump","neutral2"
"544","[To: Jared Kushner] [To: Paul Manafort] [From: Donald Trump Jr.]","Trump Jr.","Jared Kushner","neutral2"
"545","A May 2014 Department of State cable noted that the Kremlin had ""unleashed an unprecedented social media propaganda campaign to shore up domestic support for President Vladimir Putin's policy and to support anti-Kyiv protest activity on the streets of southern and eastern Ukraine.""","Russian Government","Ukraine Government","negative1"
"546","Emin Agalarov met with Trump, Ivanka Trump, and Trump Jr. while he was there.","Emin Agalarov","Ivanka Trump","neutral2"
"547","Although most commentators believed that the Kremlin was behind the leaked DNC/CLINTON e-mails, this remained technically deniable. Therefore the Russians would not risk their position for the time being with new leaked material, even to a third party like WikiLeaks.","Kremlin","Clinton","negative1"
"548","Defendant Papadopoulos was interested in [Mifsud] because, among other reasons, [Mifsud] claimed to have substantial connections with Russian government officials, which defendant Papadopoulos thought could increase his importance as a policy advisor to the Campaign.","Mifsud","Russian government","positive1"
"549","Nunberg said Trump’s decision to exclude Cohen helped guarantee that he would turn against the president.","Trump","Cohen","negative1"
"550","White House officials are distancing themselves from a campaign Donald Trump’s former chief strategist, Steve Bannon, has mounted to defend the president from impeachment, after tensions flared again this weekend between Bannon and Jared Kushner.","Steve Bannon","Donald Trump","positive2"
"551","In September 2017, Kilimnik shared a letter with Patten that Lyovochkin and his OB associates drafted allegedly on behalf of Oleksandr Lavrynovych.","Lyovochkin","Oleksandr Lavrynovych","positive2"
"552","Dear Don, My father just received a letter and gift for Donald Trump Jr.'s Dad from Mr. Putin, I'm sending all this with my mom who is flying early next week and either Rob or Paula will make sure you guys get it shortly, in the meantime here are some pictures.","Paula","Donald Trump Jr.","neutral1"
"553","Mr Trump stoked his enmity for Mrs Clinton during the campaign, suggesting during a presidential debate that he would prosecute her if he was elected president.","Trump","Clinton","negative2"
"554","Speaking to a trusted compatriot in June 2016 sources A and B, a senior Russian Foreign Ministry figure and a former top level Russian intelligence officer still active inside the Kremlin respectively, the Russian authorities had been cultivating and supporting US Republican presidential candidate, Donald TRUMP for at least 5 years","Russian authorities","Donald Trump","positive2"
"555","Rybka also suggested that she was in possession of more than 16 hours of audio recordings she made of Deripaska's conversations with business associates and Russian political leaders, namely Russian Deputy Prime Minister Sergei Prikhodko.","Deripaska","Sergei Prikhodko","neutral2"
"556","Goldstone wrote several emails to Kaveladze, Emin Agalarov, Beniaminov, and three Russian employees of Crocus Group regarding hotel options for the pageant.","Goldstone","Beniaminov","neutral2"
"557","On January 6, 2017, members of the intelligence community briefed President-Elect Trump on a joint assessment-drafted and coordinated among the Central Intelligence Agency, FBI, and National Security Agency-that concluded with high confidence that Russia had intervened in the election through a variety of means to assist Trump's candidacy and harm Clinton's.","National Security Agency","President-Elect","neutral2"
"558","As a result of this direct outreach to the Russian Presidential Administration and Sater's separate efforts to conduct outreach to individuals in Russia, the Committee found that senior Russian government officials including almost certainly President Vladimir Putin were aware of the deal by January 2016.","Vladimir Putin","Russian Government","positive1"
"559","Publicly, Assange also argued against Clinton's candidacy based on his perception of her U.S. defense and national security views.","Assange","Clinton","negative1"
"560","In the request, Cohen asked to speak with Sergei Ivanov, Putin's chief of staff.","Sergei Ivanov","Putin","neutral1"
"561","Feinstein, a mentor to Newsom, said. ""And people aren't ready for it.""","Feinstein","Newsom","positive2"
"562","I said: 'Who was at the meeting?","Paula Shugart","Rob Goldstone","neutral2"
"563","Prigozhin was sanctioned by the U.S. Treasury Department in December 2016","U.S. Treasury Department","Prigozhin","negative1"
"564","[From: Konstantin Sidorkov] [Subject: Donald Trump on VK] [To:Rob Goldstone]","Konstantin Sidorkov","Rob Goldstone","neutral2"
"565","The GRU also destroyed evidence of its activities by deleting logs and computer files that reflected its presence on the DNC and DCCC network, and the AMS paneI.","GRU","DCCC","negative1"
"566","On April 22, 2016, Kilimnik told an associate that Manafort had a ""clever plan"" for beating Clinton and expressed confidence that with Manafort' s help, Trump would win.","Kilimnik","Manafort","positive1"
"567","Later that day, June 3, 2016, Goldstone emailed Emin Agalarov, telling him that Trump Jr. wanted ""to speak personally on the issue with you early next week.""","Trump Jr.","Emin Agalarov","positive1"
"568","Prior to the public announcement of Manafort's new position on the Trump Campaign, Manafort reached out to Kilimnik, with whom Manafort had remained in contact, to notify him of the development.","Manafort","Trump Campaign","neutral1"
"569","According to an email that morning from Stone to Macchia, Trump had ""asked [Stone] for some other things"" that Stone said he was ""writing now.""","Stone","Macchia","neutral2"
