"","sentence","head","tail","relation"
"1816","Shortly after placing that call, Stone emailed Manafort with the subject line ""I have an idea"" and with the message text ""to save Trump's ass.""","Stone","Manafort","neutral2"
"1817","For example, public reporting identified Andrew Muller-Maguhn as a WikiLeaks associate who may have assisted with the transfer of these stolen documents to WikiLeaks.","Andrew Muller-Maguhn","WikiLeaks","neutral2"
"1818","In the email, Kilimnik explained to Manafort that parts of the interview were ""very relevant to us"" and highlighted several narratives, including around Ukrainian parliamentarian Serhiy Leshchenko' s role in the release of the ""black ledger"":","Ukraine's Specialized Anti-Corruption Prosecutor","Serhiy Leshchenko","negative1"
"1819","At the time, Stone said he did not know what else would come out or when, but he agreed to follow up, although he did not say when he would do so.","Stone","WikiLeaks","neutral1"
"1820","Trump sat next to Aras Agalarov, and Agalarov social media manager Artem Klyushin and his then-wife sat behind them.","Artem Klyushin","Aras","neutral1"
"1821","Two military units of the GRU carried out the computer intrusions into the Clinton Campaign, DNC, and DCCC: Military Units 26165 and 74455.","GRU","Clinton Campaign","negative1"
"1822","In 2014, less than a year after working to promote Emin Agalarov during the Miss Universe pageant, Klyushin played a central role in Russia's efforts to flood Ukraine's social media platforms with pro-Kremlin propaganda.","Klyushin","Emin Agalarov","positive1"
"1823","On February 19, 2014, Donald Trump tweeted to promote an Emin Agalarov performance in Sochi, Russia, on the Today Show.","Donald Trump","Emin Agalarov","positive2"
"1824","The dispute that arose from the Pericles investment lasted through Manafort's joining the Trump Campaign in 2016.","Manafort","Trump Campaign","neutral1"
"1825","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Keith Schiller","Emin Agalarov","neutral2"
"1826","Freeh is believed to have held multiple meetings in Moscow; likely in 2016, at least one of which included senior Russian government officials, and at least one of which included Veselnitskaya.","Freeh","Veselnitskaya","neutral2"
"1827","Trump's written responses to questions from the SCO state, ""I have no recollection of learning at the time that Donald Trump Jr., Paul Manafort, or Jared Kushner was considering participating in a meeting in June 2016 concerning potentially negative information about Hillary Clinton.""","Jared Kushner","Hillary Clinton","negative1"
"1828","In March 2016, the GRU began hacking the email accounts of Clinton Campaign volunteers and employees, including campaign chairman John Podesta.","GRU","Clinton campaign","negative1"
"1829","While the Campaign was using the WikiLeaks documents, Trump cast doubt on the assessment that Russian government hackers were responsible for the hack-and-leak campaign.","Stephen Miller","Jason Miller","positive1"
"1830","Later that day, Goldstone responded by telling Trump Jr. that the Agalarovs were being inundated with press requests regarding their relationship with Donald Trump, but that they were declining requests to comment.","Goldstone","Trump Jr.","neutral2"
"1831","Gates characterized Kilimnik as an ""odd guy"" and that Kilimnik was always gathering information about everything.","Gates","Kilimnik","neutral1"
"1832","According to Manafort, Kilimnik discussed Ukrainian politics, and in particular, a plan by Boyko to increase election participation in the OB's stronghold in the eastern zone of Ukraine.","Boyko","OB","positive1"
"1833","In addition to these instructions, Manafort sent the above-described Kilimnik peace plan document to Fabrizio and Ward.","Manafort","Fabrizio","neutral2"
"1834","The data was subsequently leaked by GRU personas and WikiLeaks at strategic moments during the 2016 election, as part of a coordinated hack--and-leak operation intended to damage the Clinton Campaign, help the Trump Campaign (the ""Campaign""), and undermine the U.S. democratic process.","GRU","the Trump Campaign","positive1"
"1835","A body of information supports Sater's assertion that the Rotenbergs maintain an close personal relationship with Putin.","Rotenbergs","Putin","positive2"
"1836","These additional DCLeak Account administrator personas included ""Richard Gingrey"" and ""Jason Scott.""","Jason Scott","DCLeak Account","neutral1"
"1837","After the October 7 release, Corsi claimed that Stone directed him to delete emails relating to the Podesta information.","Stone","Corsi","neutral1"
"1838","Within approximately five hours of Trump's statement, GRU officers targeted for the first time Clinton's personal office.","GRU officers","Clinton","negative2"
"1839","On June 14, 2016, Goldstone emailed Graff, writing that he trusted that his colleagues ""were able to deliver the birthday painting for Mr. Trump today"" and asking her to ""[p]lease pass on my sincere birthday good wishes along with those of Emin and Aras and as always thank you for all your help.""","Goldstone","Trump","positive1"
"1840","The immediate issues had been to contain further scandals involving Manafort's commercial and political role in Russia and Ukraine and to limit the damage arising from exposure of former Trump foreign policy advisor, Carter Page's secret meetings with Russian leadership figures in Moscow the previous month.","Carter Page","Trump","neutral1"
"1841","Cohen discussed the project in detail and reported to Trump that he had done so.","Cohen","Trump","positive1"
"1842","Carter Page was likely a subject of interest to Russian officials during the 2016 election, given that he was the only member of the Trump Campaign's foreign policy advisory team publicly identified as a Russia expert.","Carter Page","the Trump Campaign's foreign policy advisory team","neutral1"
"1843","Sater later admitted to the Committee that he may have also contacted Evgeny Dvoskin, and the SCO determined on the basis of call records that Dvoskin was, in fact, the individual involved in the outreach at that time.","Sater","Evgeny Dvoskin","neutral2"
"1844","The GRU then exfiltrated data related to the 2016 election from these accounts and computers, and disseminated that data through fictitious online personas (DCLeaks and Guccifer 2.0) and later through WikiLeaks.","Guccifer 2.0","GRU","neutral2"
"1845","Dmitriev and Kushner's friend collaborated on a short written reconciliation plan for the United States and Russia, which Dmitriev implied had been cleared through Putin.","United State","Russia","positive2"
"1846","Gates stated that Kilimnik was well connected in Russia and Ukraine and could obtain information easily.","Kilimnik","Russia","positive2"
"1847","“Mr. Trump’s memory is fantastic,” Cohen told CNN in 2015.","Cohen","CNN","neutral1"
"1848","Additionally, in a few instances, IRA employees represented themselves as U.S. persons to communicate with members of the Trump Campaign in an effort to seek assistance and coordination on IRA-organized political rallies inside the United States.","Trump Campaign","IRA","positive1"
"1849","And he said: ""Well, they'll try to get it to Dana Rohrabacher at that meeting Dana Rohrabacher is going to have tomorrow with the Duma foreign affairs committee. ""","Dana Rohrabacher","Duma foreign affairs committee","neutral2"
"1850","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Donald Trump","Michael Cohen","neutral2"
"1851","After receiving Trump's directive via Manafort, Stone channeled his efforts to reach. Assange through Jerome Corsi.","Stone","Jerome Corsi","neutral2"
"1852","Four years later, he spent $5 million to buy into Trump Park Avenue, where Trump’s daughter Ivanka Trump and her husband, Jared Kushner, owned condos.","Ivanka Trump","Jared Kushner","positive2"
"1853","Later that day, Barrack sent an email to Trump's assistant, Rhona Graff, but addressed the message to ""Donald.""","Rhona Graff","Trump","neutral1"
"1854","Gates believed Kilimnik was still doing some work for the OB on behalf ofDMP.","Kilimnik","OB","neutral1"
"1855","On the same day, March 24, 2016, almost certainly after his meeting with Mifsud and Polonskaya, Papadopoulos performed internet searches for the following terms:","Papadopoulos","Mifsud","neutral2"
"1856","After his resignation on August 19, 2016, Manafort stayed in touch with the Trump Campaign through repeated contacts with Trump, Kushner, and others.","Manafort","Trump","positive2"
"1857","Hours later, President-Elect Trump tweeted, ""Great move on delay (by V. Putin).""","Trump","Putin","positive1"
"1858","Graff responded she had.","Rhona Graff","Donald Trump","positive1"
"1859","For example, in early 2016, Vasiliy Anisimov, a Russian oligarch with ties to Vladimir Putin and ties to organized crime, sought to hire Louis Freeh, an American lobbyist and former Director of the FBI, to work with Veselnitskaya on the Prevezon case.","Vasiliy Anisimo","Vladimir Putin","positive2"
"1860","Cohen told the Committee that Klokov claimed he had ""relationships with the Russian government,"" that he could ""help with this Trump Moscow proposal, and it would be great if all parties were able to meet and to develop this property in Moscow.""","Klokov","Russian Government","neutral1"
"1861","Akhmetov and other oligarchs in Ukraine began funding Manafort's work there, while Deripaska provided Manafort other funding and strategic guidance as part of a broader influence campaign.","Akhmetov","Manafort","positive1"
"1862","Morty Levine’d still vote for Donald Trump.”","Morty Levine","Donald Trump","positive1"
"1863","Stone also began communicating with radio host and comedian Randy Credico about WikiLeaks during this period.","Stone","Randy Credico","neutral2"
"1864","And, the Trump Campaign tracked WikiLeaks releases in order to populate a fake Clinton Campaign website, clintonkaine.com.","Trump Campaign","clintonkaine.com","positive1"
"1865","The setup of the dinner, both the physical layout of a private meal and Trump’s pretense that he had not already asked James Comey to stay on multiple occasions, convinced James Comey this was an effort to establish a patronage relationship.","Trump","James Comey","neutral1"
"1866","On September 12, 2013, Agalarov and Trump efforts turned back to outreach to Putin.","Agalarov","Putin","positive1"
"1867","Manafort told the FBI that he had previously briefed Trump on his past work in Ukraine.","Manafort","FBI","neutral2"
"1868","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murtaza Akbar","Olivia Culpo","neutral2"
"1869","Additionally, Kaveladze felt that Trump Jr. had represented the meeting as being shorter than it was, and that it was 30-40 minutes, rather than 20 minutes.","Kaveladze","Trump Jr.","negative1"
"1870","Jared Kushner, like sons-in-law everywhere, tiptoes around Donald Trump, carefully displacing as little air as possible: the massive and domineering older man, the reedy and pliant younger one.","Jared Kushner","Donald Trump","negative1"
"1871","Klyushina used a signature block iii some emails that indicated she was the General Manager of an entity called the ""Innovation & Development Agency.""","Klyushina","Innovation & Development Agency","neutral1"
"1872","Posts from the IRA-controlled Twitter account @TEN_GOP were cited or retweeted by multiple Trump Campaign officials and surrogates, including Donald J. Trump Jr., Eric Trump, Kellyanne Conway, Brad Parscale, and Michael T. Flynn.","Eric Trump","@TEN_GOP","neutral2"
"1873","In addition to Klyushin and Zemlyanski, Rykov's gatherings in Moscow for the 2016 U.S. election and inauguration were also attended by a range of other individuals such as pro-Kremlin propagandist Maria Katasonova, Russian Duma member Aleksey Zhuravlev, and Jack Hanick, an American media consultant who is associated with U.S.-sanctioned oligarch Konstantin Malofeyev and the pro-Kremlin propaganda media outlet Tsargrad TV.","Aleksey Zhuravlev","Russian Duma","neutral1"
"1874","In contrast with General McMaster, Mr. Bolton recently began attending regular weekly meetings between Mr. Mattis and Mr. Pompeo.","Bolton","Mattis","neutral2"
"1875","Goldstone spoke with Emin Agalarov, Kaveladze, Trump Organization counsel Alan Garten, and counsel for Trump Jr. Alan Futerfas regarding the June 9, 2016 meeting.","Goldstone","Alan Futerfas","neutral2"
"1876","Papadopoulos's contacts with Mifsud and Sergei Millian, the President of the Russia-American Chamber of Commerce (RACC), are highly suspicious.","Papadopoulos","Sergei Millian","neutral2"
"1877","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murad","Michael Cohen","neutral2"
"1878","Manafort in tum tasked Stone to contact Julian Assange, and Stone endeavored to reach Assange through several intermediaries.","Stone","Julian Assange","neutral2"
"1879","On January 30, 2016, during a meeting with Barrack, Manafort requested Barrack's help in obtaining a position on the Trump Campaign.","Manafort","Barrack","neutral2"
"1880","Other senior Trump Campaign advisors, including Flynn, Kushner, Manafort, Lewandowski, then Senator Jeff Sessions, and Trump Campaign policy advisor Sam Clovis also expressed interest in obtaining the emails.","Sam Clovis","Trump Campaign","positive1"
"1881","By late October 2015, Sater, Cohen, and LC. Expert had agreed on terms for a detailed Letter of Intent (LOI).","Sater","LC. Expert","positive2"
"1882","Ike called me, said he spoke with Emin and that he wants us to pay for Rob's attorney [sic].""","Emin","Rob","positive1"
"1883","Cohen said that he had heard that the Silk Road Group was ""very well connected"" to the Georgian government, and that he had witnessed this personally, including Ramishvili's interactions with then-Georgian President Mikheil Saakashvili.","Mikheil Saakashvili","Georgia","neutral1"
"1884","The Committee used limited document production and interviews to evaluate interactions Papadopoulos had throughout 2016 with foreign officials, Mifsud, and members of the Trump Campaign, and the corresponding counterintelligence threats those activities represented.","Papadopoulos","Mifsud","neutral2"
"1885","Following the election, Aras Agalarov showed signs of continued interest in demonstrating his relationship with Trump.","Aras Agalarov","Trump","positive1"
"1886","Donald Trump ordered White House press secretary Sean Spicer to conduct his first press briefing as a frothing attack dog.","Donald Trump","Sean Spicer","neutral1"
"1887","Prior to the public announcement of Manafort's new position on the Campaign, Manafort reached out to Kilimnik, with whom Manafort had remained in contact, to notify him of the development.","Kilimnik","Manafort","neutral2"
"1888","Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Dan Scavino","Kushner","positive2"
"1889","Several days later, on November 27, Kaveladze followed up with Goldstone, apologizing for bothering him on a Sunday, and said that Veselnitskaya ""called again asking about the meeting with T [Trump] people.""","Veselnitskaya","Trump","positive1"
"1890","According to open source information, Arkady Rotenberg has been lifelong friends with Putin.","Arkady Rotenberg","Putin","positive2"
"1891","Donald Trump did have the authority to ask the Justice Department to investigate, Mr McGahn said, but warned that making such a request could create a series of problems.","McGahn","Donald Trump","neutral2"
"1892","Gates responded that the ""only guidance is to reinforce the previous points"" and to tell Chaly that Manafort had ""helped organize the call between the two presidents.""","Donald Trump","Petro Poroshenko","neutral2"
"1893","By early 2018, Kilimnik was again working with Manafort-who was under criminal indictment in the United States-in an attempt to organize a poll in Ukraine that would quietly try to gauge voter sentiment on Yanukovych.","Manafort","Yanukovych","positive1"
"1894","Phone records indicate that Stone remained in contact with Trump and the Trump Campaign at the same time he was coordinating with Corsi.","Stone","Trump Campaign","neutral1"
"1895","One of the purposes ofKLS Research was to manage the funds Smith raised in support of his initiative","KLS Research","Smith","neutral1"
"1896","When asked if Cohen had coordinated Trump's public comments about Putin, Cohen stated that he hadn't, but pointed to the fact that he had conveyed Putin's awareness to Trump and believed it was a factor in Trump's statements.","Cohen","Trump","neutral2"
"1897","Patten later told the SCO that he did not lie to the Committee because at the time he only knew Boyarkin as ""Viktor,"" a Russian associate of Kilimnik's who worked for Deripaska.","Patten","Boyarkin","neutral1"
"1898","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murad","Rob Goldstone","neutral2"
"1899","However, the Committee found that FBI overly adhered to the letter of its procedures in dealings with the DNC, rather than recognizing the gap between those procedures and effective the pursuit of its mission, and did not follow its procedures closely enough in the handling of Christopher Steele.","FBI","DNC","neutral1"
"1900","The package with the box from Putin was brought to the United States by Irina Agalarova, Aras Agalrov's wife.","Irina Agalarov","Putin","positive2"
"1901","Natalia Veselnitskaya activities and associations had previously drawn the attention of the F.B.I.","F.B.I.","Natalia Veselnitskaya","negative1"
"1902","Sater stated that the ""close friend"" of Arif was Telman Ismailov.","Telman Ismailov","Arif","positive2"
"1903","At a dinner on Friday, May 5, attended by the President and various advisors and family members, including Jared Kushner and senior advisor Stephen Miller, the President stated that he wanted to remove Comey and had ideas for a letter that would be used to make the announcement.","the President","Jared Kushner","neutral2"
"1904","Sater appeared to cut ties with Bayrock in response.","Sater","Bayrock","negative1"
"1905","The IRA's U.S. operations sought to influence public opinion through online media and forums.","IRA","U.S.","neutral1"
"1906","That day, Guccifer 2.0 emailed some of the stolen documents to two websites, Gawker and The Smoking Gun, and stated that the materials sent to WikiLeaks included ""election programs, strategies, plans against Reps, financial reports, etc.""","Guccifer 2.0","the Smoking Gun","neutral2"
"1907","In his message, Sater indicated that Peskov wanted to invite Cohen to attend a high-profile economic forum in Russia called the St. Petersburg International Economic Forum (SPIEF).","Peskov","Cohen","positive1"
"1908","According to the email chain produced by Epshteyn, the blueprints originated with a secretary for Cheremin in April 2016.","Cheremin","Epshteyn","neutral2"
"1909","No one has felt the pressure more than White House chief of staff Reince Priebus, who was christened as the man “in charge” by the President mere weeks ago yet has been trailed ever since by snipers regarding his aptitude and longevity for the job.","Reince Priebus","White House","neutral1"
"1910","Cohen and Sater also made plans for Cohen and Trump to travel to Russia as a predicate to finalizing a deal.","Sater","Cohen","neutral1"
"1911","Donald Trump think our relationship with Russian Government will be very good.","Donald Trump","Russian Government","positive1"
"1912","Around the same time, candidate Trump announced that he hoped Russia would recover emails described as missing from a private server used by Clinton when she was Secretary of State (he later said that he was speaking sarcastically).","Trump","Russia","positive2"
"1913","Veselnitskaya also at various points worked with Glenn Simpson of Fusion GPS, and worked alongside numerous firms related to the Prevezon case and related matters, including BakerHostetler, Quinn Emanuel Urauhart & Sullivan, and Cozen O'Connor.","Veselnitskaya","BakerHostetler","neutral2"
"1914","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Donald Trump","Murad","neutral2"
"1915","Felix Sater will make sure Michael Cohen is clean as a whistle either way.","Felix Sater","Michael Cohen","positive1"
"1916","Through Manafort, Kilimnik provided Fabrizio and his firm feedback on the questionnaire.","Kilimnik","Fabrizio","positive1"
"1917","In addition to Klyushin and Zemlyanski, Rykov's gatherings in Moscow for the 2016 U.S. election and inauguration were also attended by a range of other individuals such as pro-Kremlin propagandist Maria Katasonova, Duma member Aleksey Zhuravlev, and Jack Hanick, an American media consultant who is associated with U.S.-sanctioned oligarch Konstantin Malofeyev and the pro-Kremlin propaganda media outlet Tsargrad TV.","Klyushin","Rykov","neutral1"
"1918","McMaster was a protégé of David Petraeus, the former CENTCOM and Afghanistan commander who became Obama’s CIA director before resigning in a scandal involving a love affair and the mishandling of classified information.","David Petraeus","Obama","neutral1"
"1919","In mid-July 2016, in response to a comment by Patten related to Trump's recent selection of Mike Pence as a presidential running mate and how that selection might negatively affect foreign policy, Kilimnik wrote to Patten: ""You know Paul -he is focused on winning the elections and then dealing with foreign policy or whatever.","Patten","Mike Pence","negative1"
"1920","Shugart recalled that Trump told her she was ""finally introducing him to the people he needed to be meeting.""","Trump","Shugart","positive1"
"1921","Standing right over the president’s shoulder was Michael Flynn.","Michael Flynn","the president","positive1"
"1922","Several days later, Rozov's ""right hand man"", Dmitry Chizhikov, sent Cohen a letter from Rozov, attaching a presentation describing Rozov's company, IC Expert.","Dmitry Chizhikov","Cohen","neutral2"
"1923","Kaveladze testified to the Committee that he was further confused after receiving an email from Goldstone explaining that they would be meeting with Trump Jr., as well as Manafort and Kushner, who Kaveladze assessed to be ""highly positioned individuals.""","Kaveladze","Trump Jr.","neutral2"
"1924","What’s more, whatever breach there had been between Bannon and Priebus came smoothly together over their mutual loathing of Jared and Ivanka.","Bannon","Priebus","negative2"
"1925","Agalarov said that Kaveladze would have been the one to arrange it, and that Aras Agalarov would have wanted to show Trump the property.","Kaveladze","Agalarov","neutral2"
"1926","Despite Manafort's assertion that he cut the conversation short, Manafort and Kilimnik took a variety of follow-on actions related to the plan.","Manafort","Kilimnik","negative1"
"1927","Mr. Akhmetshin, Ms. Veselnitskaya, and myself sat to the left side, facing-with our backs to the wall, facing 57th Street and the other side of the table. Mr. Donald Trump Junior and Mr. Manafort were at the head of the table.","Akhmetshin","Donald Trump Junior","neutral2"
"1928","Following the July 22 DNC release, Trump and the Campaign believed that Roger Stone had known of the release and had inside access to WikiLeaks, and repeatedly communicated with Stone about WikiLeaks throughout the summer and fall of 2016.","Roger Stone","WikiLeaks","positive2"
"1929","Deripaska financially backed candidates in many of these countries and hired Manafort and his firm to do the on-the-ground political consulting to support these efforts.","Deripaska","Manafort and his firm","positive1"
"1930","Emin Agalarov, lrakli Kaveladze, and Jason Tropea all shared the same legal representation, Scott Balber.","Scott Balber","Jason Tropea","neutral1"
"1931","Most of all, Steve Bannon had Donald Trump.","Donald Trump","Steve Bannon","positive2"
"1932","Kaveladze was in Aras Agalarov's office and overheard Agalarov relay Trump's interest to meet with Putin.","Aras Agalarov","Trump","positive1"
"1933","Cohen pushed back, for example, when reporters challenged Trump’s claim that “thousands” of Muslims had cheered the World Trade Center’s collapse.","Cohen","Trump","positive1"
"1934","Sater told Cohen about high-level outreach to Russian businessmen and officials that Sater claimed to have undertaken related to the deal.","Sater","Cohen","neutral2"
"1935","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Aras Agalarov","Donald Trump","neutral2"
"1936","On November 10, Emin responded to an email from the architect William McGee, informing McGee that, ""We may do a tower with him [Trump] now.""","William McGee","Emin","neutral2"
"1937","Given Kilimnik's close access to the intended recipients and other records showing that Kilimnik did in fact pass other information on subsequently, it seems likely that Kilimnik would have delivered the memoranda as requested by Gates.","Gates","Kilimnik","neutral2"
"1938","In addition to Shmykov (described above) and Zayats, both of whom represented a pathway to Kremlin insiders, Sater described or partially identified several other potential pathways to the Kremlin.","Sater","Kremlin","positive1"
"1939","Cohen has also said that, ""Trump Jr.· said to Trump that he was setting up a meeting in order to get dirt on Hillary Clinton.""","Trump Jr.","Trump","neutral2"
"1940","Papadopoulos believed Mifsud, Polonskaya, and Timofeev were connected to the Russian government, and worked with them on ways for the Campaign to engage with the Russian government.","Papadopoulos","Timofeev","neutral2"
"1941","The subject line of Emin Agalarov's email to Donald Trump Jr. Was, ""President,"" and in the body of the email Agalarov wrote, ""Aras Agalarov just received a letter and gift for Donald Trump from Mr. Putin.""","Donald Trump","Putin","positive1"
"1942","Cohen eventually made contact in January 2016 with a Russian Presidential Administration aide to Dmitri Peskov, a senior Kremlin official and key advisor to Putin.","Dmitri Peskov","Kremlin","neutral1"
"1943","IRA Facebook groups active during the 2016 campaign covered a range of political issues and included purported conservative groups (with names such as ""Being Patriotic"", ""Stop All Immigrants"", ""Secured Borders"", and ""Tea Party News""), purported Black social justice groups (""Black Matters"", ""Blacktivist"", and ""Don't Shoot Us""), LGBTQ groups (""LGBT United""), and religious groups (""United Muslims of America"").","IRA","""Blacktivist""","neutral1"
"1944","Mr. Trump goes out the same exact day and he starts talking about what a great relationship that he can have with Russian Government.","Trump","Russian Government","positive1"
"1945","Kilimnik attended the Russian military's language institute and served in the Russian military until at least 1995.","Kilimnik","Russian military","neutral1"
"1946","On August 14, Steve Bannon was brought on to the Trump Campaign as CEO.","Steve Bannon","the Trump Campaign","neutral1"
"1947","On August 18, 2015, a representative from Vzglyad reached out to Hope Hicks requesting an interview with Trump.","Vzglyad","Hope Hicks","neutral1"
"1948","In early September 2016, as part of his recruitment and fundraising effort, Smith circulated a document stating that his initiative was ""in coordination"" with the Trump Campaign, ""to the extent permitted as an independent expenditure organization.""","Smith","Trump Campaign","positive2"
"1949","At Manafort's direction, Gates used an encrypted messaging application to send additional Campaign polling data to Kilimnik.","Gates","Kilimnik","neutral2"
"1950","On January 11, 2016, Cohen emailed Peskov's office at pr_peskova@prpress.gof.ru, a typographic error that apparently caused the email to not be delivered.","Cohen","Peskov","neutral2"
"1951","Patten recalled conducting at least one poll with Kilimnik in 2017 as part of their ongoing work for the OB","Kilimnik","OB","neutral1"
"1952","That evening, Patten and Lyovochkin briefly attended an inaugural ball.","Patten","Lyovochkin","neutral2"
"1953","Gates recalled that Manafort ""express[ed] excitement"" about the release.1506 On the afternoon of July 22, Manafort and Trump discussed how they could use the DNC emails relating to Debbie Wasserman Schultz.","DNC","Debbie Wasserman Schultz","neutral1"
"1954","Davis met Deripaska in 2003 through Nathaniel Rothschild, a British investment fund manager and scion of the Rothschild banking dynasty.","Deripaska","Nathaniel Rothschild","neutral2"
"1955","Goldstone replied that he would try to ""track him [Emin] down in Moscow"" and asked what phone number Emin could use for the call.","Goldstone","Emin","neutral1"
"1956","Deripaska also has a Russian diplomatic passport and has used diplomatic credentials to attend the UN General Assembly as a representative of Russia.","Deripaska","Russia","neutral1"
