"","sentence","head","tail","relation"
"246","This request was transmitted through Kaveladze and Goldstone.","Natalia Veselnitskaya","Kaveladze","neutral1"
"247","Rohrabacher promised to ""go back to the White House and see if we can arrange something where you won't be arrested.""","Rohrabacher","the White House","neutral2"
"248","However, more recently, Rykov's influence work has taken on a wide range of foreign targets that align with Russian government interests, intelligence activities and messaging from state media outlets involved in propaganda efforts.","Rykov","Russian Government","positive1"
"249","All House Republicans voted against a resolution that majority Democrats adopted last week outlining procedures for the public phase of the impeachment inquiry, which centers on Trump’s efforts to force Ukraine’s government to undertake investigations of his political rivals.","House Republicans","Democrats","negative2"
"250","Cohen replied, ""Now,"" to which Sater responded, ""Ok 2 minutes.""","Cohen","Sater","neutral2"
"251","And Michael Cohen said to Donald Trump: But you have to understand, Felix is not the partner in this.","Michael Cohen","Donald Trump","neutral2"
"252","Poliakova, in her role as Peskov's Chief of Staff, has exceptional access within the Kremlin.","Poliakova","Kremlin","positive1"
"253","As noted above, Manafort had worked for Akhmetov for over a decade, and at the time of this outreach, Manafort believed Akhmetov owed him over two million dollars.","Manafort","Akhmetov","neutral1"
"254","At the meeting, Rasin offered to sell Stone derogatory information on Clinton that Rasin claimed to have obtained while working for Clinton.","Rasin","Stone","positive1"
"255","Manafort, who had left the Campaign in August, recalled speaking with Stone around the first presidential debate between Trump and Clinton, which took place on September 26, 2016.","Trump","Clinton","negative2"
"256","According to Gates, whom Manafort hired to work on the Deripaska-directed projects starting in approximately 2007, the aim of Manafort's influence work for Deripaska was to install friendly political officials in countries where Deripaska had business interests.","Manafort","Gates","neutral1"
"257","Rykov distributed polling data and memes, was active on social media, and organized election-related events, at least one of which was attended by Klyushin.","Klyushin","Rykov","neutral1"
"258","Kilimnik raised this idea again the following day, asking Patten ""should I raise you with Paul, so that they could at least have somebody smart there?""","Kilimnik","Patten","neutral2"
"259","According to Shugart, following the press conference Trump did an interview with Thomas Roberts of MSNBC, who was a host for the pageant.","Thomas Roberts","MSNBC","positive2"
"260","Patten relayed similar information to the Committee.","Patten","Committee","neutral2"
"261","Two days later, Donald Trump Jr. tweeted the link himself: ""For those who have the time to read about all the corruption and hypocrisy all the @wikileaks emails are right here: wlsearch.tk.""","Donald Trump Jr.","WikiLeaks","positive1"
"262","According to Credico, this was the first time Credico and Roger Stone had discussed what information Assange might have.","Credico","Roger Stone","neutral2"
"263","Throughout December Kaveladze and Trump Jr. negotiated by email regarding the Trump Organization's fee structure, and ultimately agreed to ""an expanded LOI"" which Trump Jr. said he could get following the holidays.","Kaveladze","Trump Jr.","neutral2"
"264","After Trump had clinched the nomination more than a year before, Scaramucci—a hedge funder and go-to Trump surrogate for cable business news (mostly Fox Business Channel)—had become a reliable presence at Trump Tower.","Trump","Scaramucci","positive2"
"265","Beginning in mid-March 2016, Unit 26165 had primary responsibility for hacking the DCCC and DNC, as well as email accounts of individuals affiliated with the Clinton Campaign:","Unit 26165","DCCC","negative1"
"266","On January 19, 2016, Goldstone emailed Trump Jr. and copied Graff.","Goldstone","Trump Jr.","neutral2"
"267","In this, both because the approach seemed like the safest course and because it was the opposite of Bannon’s course, Dina Powell readily recruited Jared and Ivanka.","Dina Powell","Jared","positive2"
"268","Bannon and the president enjoyed trash-talking McMaster together.","Bannon","McMaster","negative1"
"269","On February 11, 2014, at Rob Goldstone's request, Donald Trump Jr. tweeted to promote Emin Agalarov's album.","Rob Goldstone","Donald Trump Jr.","positive2"
"270","Kilimnik requested the meeting to deliver in person a peace plan for Ukraine that Manafort acknowledged to the Special Counsel's Office was a ""backdoor"" way for Russia to control part of eastern Ukraine; both men believed the plan would require candidate Trump's assent to succeed (were he to be elected President).","Kilimnik","Manafort","neutral2"
"271","Mr.. Trump was there, Paula; myself,Aras,Emin.","Paula","Aras","neutral2"
"272","Donald Trump has rebooted oil and gas pipelines, begun chipping away at Obamacare and abandoned a multinational trade deal with Pacific countries.","Donald Trump","Obamacare","negative1"
"273","IRA-purchased advertisements referencing candidate Trump largely supported his campaign.","IRA","Trump","positive1"
"274","Department of State personnel in the U.S. Embassy in Kyiv who interacted directly with Manafort and PoR leaders viewed Kilimnik as ""Manafort's man in Bankova""(Bankova is a reference to Bankova Street in Kyiv where the Ukrainian Presidential Administration is housed) and understood that Kilimnik maintained access to the inner-most circles of Ukrainian politics.","the U.S. Embassy in Kyiv","Kilimnik","neutral1"
"275","On February 29, 2016, Manafort sent another set of talking points to Barrack for his transmission to Trump.","Trump","Barrack","neutral2"
"276","Separately, Stone communicated with Randy Credico between August and October 2016 in an attempt to obtain advance information about WikiLeaks, but Credico denied having any non-public knowledge, despite having some connections to Assange.","Stone","Randy Credico","neutral2"
"277","Papadopoulos characterized a transition in their relationship, shifting from ""seemingly obscure girl ... to now the interlocutor with Mifsud to the Russian Government for me.""","Papadopoulos","Russian government","positive1"
"278","Papadopoulos believed that he was operating with the approval-or at least not the explicit disapproval-of Trump Campaign leadership, who he kept apprised of his efforts.","Trump Campaign","Papadopoulos","positive1"
"279","Kilimnik relayed that Yanukovych had reached out to Kilimnik through an ""intermediary"" and sent Kilimnik to present the plan to Manafort.","Yanukovych","Kilimnik","neutral2"
"280","And Aras Agalarov remember once when Putin was visiting one of the exhibition[s ], Aras Agalarov told him that we will have Donald Trump here for one of these events and we would have an audience of[ many people].","Aras Agalarov","Putin","neutral2"
"281","To organize those rallies, IRA employees posed as U.S. grassroots entities and persons and made contact with Trump supporters and Trump Campaign officials in the United States.","IRA","Trump campaign","neutral2"
"282","The GRU used bitcoin from the same pool to purchase a virtual private network (VPN) account that it subsequently used to administer the Guccifer 2.0 Twitter account in early July.","GRU","Guccifer 2.0","positive1"
"283","Open source reporting indicates that Bayrock is connected to Mashkevich and the Eurasian Group, a company controlled by Chodiev and Ibragimov.","Bayrock","the Eurasian Group","neutral1"
"284","A short time later, with a serious look on Donald Trump's face, he said to James Comey, “I need loyalty.","Donald Trump","James Comey","neutral2"
"285","Samochomov told the Committee that he had heard Veselnitskaya present this information previously, to the law firm Cozen O'Connor, and that Samochomov found it to be ""completely unconvincing.""","Veselnitskaya","Cozen O'Connor","neutral1"
"286","By the morning of December 31, Sater had produced a letter on GenBank letterhead purporting to be an invitation for Cohen to come to Russia.","Sater","Cohen","positive1"
"287","The information that Natalia Veselnitskaya, the Russian lawyer, offered during the June 9, 2016 meeting and planned to offer again at the follow up meeting requested by Aras Agalarov was part of a broader influence operation targeting the United States that was coordinated, at least in part, with elements of the Russian government.","Natalia Veselnitskaya","Aras Agalarov","neutral2"
"288","(Trump had long been competitive with and in awe of the Las Vegas gaming mogul Steve Wynn, whom Trump would name finance chairman of the RNC.)","Trump","Steve Wynn","positive1"
"289","Starting in the early 2000s, the Trump Organization and Donald Trump repeatedly sought assistance from Sater to close a real estate deal in Russia.","Trump Organization","Sater","positive1"
"290","Boyarkin had intelligence regarding politicians in Guinea and contacts within the Guinean government.","Boyarkin","Guinean government","neutral1"
"291","Primarily, however, Manafort and his firm were funded by Lyovochkin and Akhmetov.","Lyovochkin","Manafort","positive1"
"292","According to Sater, these efforts with Shmykov resulted in the GenBank letter being generated quickly, even though it was the holiday period.","Sater","Shmykov","positive1"
"293","Kilimnik coordinated directly with Yanukovych on the plan.","Kilimnik","Yanukovych","positive2"
"294","Ledeen, a long-time Senate staffer who had previously sought the Clinton emails, provided updates to Flynn about her efforts throughout the summer of 2016.","Ledeen","Clinton","negative1"
"295","Stone then emailed Jessica Macchia, one of Trump's assistants, eight draft tweets for Trump, under the subject line ""Tweets Mr. Trump requested last night.""","Jessica Macchia","Trump","neutral1"
"296","Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.","Trump Jr.","Manafort","neutral2"
"297","The plan was also discussed at a February 2017 Manafort-Kilimnik meeting in Madrid.","Manafort","Kilimnik","neutral2"
"298","Manafort outlined this goal in a 2005 memorandum to Deripaska and Rothschild.","Manafort","Rothschild","neutral2"
"299","GRU transferred data to WikiLeaks through electronic means, and may also have transferred data to WikiLeaks through human couriers.","GRU","WikiLeaks","neutral2"
"300","Trump and Cuomo, two Queens natives prone to shifting quickly between approval and antagonism, alternately frosty and supportive working relationship.","Trump","Cuomo","negative2"
"301","By late summer and early fall 2014, Tropea and Kaveladze expressed frustration internally that the Trump Organization was not being responsive to requests regarding the project.","Tropea","Trump Organization","negative1"
"302","The person Barbara Ledeen described to Peter Smith would be happy to talk with you either in person or over the phone.","Barbara Ledeen","Peter Smith","neutral2"
"303","After WikiLeaks published the Podesta emails on October 7, Trump and the Campaign believed Stone had again acquired accurate, nonpublic information.","Stone","WikiLeaks","neutral1"
"304","Throughout the nine-month effort, Sater, who was born in the Soviet Union and worked for years as an undercover source for US intelligence agencies and the FBI, told Cohen he had connections to top Russian officials and businessmen: Arkady and Boris Rotenberg, brothers who grew up with Putin and were considered his “shadow cabinet”; Andrey Molchanov, a billionaire Russian politician Sater was introduced to by a close personal friend, who proposed building the tower on his property; and a former member of Russia’s military intelligence to whom Sater passed photographs of Cohen’s passport to obtain a visa.","Sater","Andrey Molchanov","neutral2"
"305","The Committee assesses that Boyarkin handled other influence operations ' funded and cordinated with Deripaska-with the approval and direction of the Kremlin.","Deripaska","Boyarkin","positive1"
"306","The Committee found that, since at least the time he hired Paul Manafort in approximately 2004, Oleg Deripaska has acted as a proxy for the Russian state and Russian intelligence services.","Oleg Deripaska","Paul Manafort","positive2"
"307","On Sunday July 31, at 9:15 p.m., the day after speaking at length with Manafort, Stone called Gates.","Stone","Gates","neutral2"
"308","The ECFMU was secretly backed and funded by the Yanukovych regime and the PoR and reported to Manafort and Andriy Klyuyev, then a senior Ukrainian government official close to Yanukovych.","ECFMU","Manafort","neutral1"
"309","The panel Epshteyn participated in included representatives of the Moscow city government; including Sergey Cheremin, a minister in the Moscow city government in charge of external relations and investment.","Sergey Cheremin","Moscow city government","neutral1"
"310","In April 2016, the GRU leveraged stolen credentials of some of these individuals to obtain further unauthorized access to the networks of the DNC and DCCC, where it identified and carefully exfiltrated tens of thousands of politically sensitive documents from April through June 2016.","GRU","DCCC","negative1"
"311","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murtaza Akbar","Aras Agalarov","neutral2"
"312","In fact, one week prior, around the same time it had first gained access into the DCCC network, the GRU had also tried to register the website ""electionleaks.com.""","GRU","electionleaks.com","positive2"
"313","Wikileaks and Guccifer 2.0 then discussed the optimal timing for the GRU to transfer the remainder of its documents; whereas WikiLeaks pushed for the data transfer to happen soon, the GRU seemed reluctant to do so before WikiLeaks had released the initial tranche of DNC information, advising ""i'll ponder it.""","Wikileaks","Guccifer 2.0","neutral2"
"314","Paula Shugart said that it was difficult to recall what Goldstone had said about the emails, but that: Goldstone said 'emails. '","Goldstone","Paula Shugart","neutral2"
"315","The arrival at the White House earlier this year of Mira Ricardel, a former Trump campaign aide, caused quite some commotion.","Mira RICARDEL","White House","neutral1"
"316","Michael Caputo, a former employee of a firm run by Manafort and several others, including Roger Stone, told the Committee that in 2004, Manafort hired him on a Deripaska-related project.","Michael Caputo","Manafort","neutral1"
"317","Cohen claimed that he did not believe that either offer was in any way connected to his outreach to the Kremlin earlier in the month.","Cohen","Kremlin","positive1"
"318","Barbara Ledeen and Peter Smith were among the people contacted by Flynn.","Flynn","Peter Smith","neutral2"
"319","For example, public reporting identified Andrew Muller-Maguhn as a WikiLeaks associate who may have assisted with the transfer of these stolen documents to WikiLeaks.","Andrew Muller-Maguhn","WikiLeaks","neutral2"
"320","Do you think you could go there?","Donald Trump","Felix Sater","neutral2"
"321","Vice President Mike Pence also had to wait until the leaks to find out that he had misled the nation about the nature of Flynn’s call to the Russian diplomat.","Flynn","Russia","neutral2"
"322","Separately, Deripaska initiated legal proceedings to recover a multi-million dollar investment in a failed Manafort business venture.","Deripaska","Manafort","negative2"
"323","Emin Agalarov told the Committee that he did not know why, or for whom, Aras Agalarov wanted the Trump Tower meeting with Veselnitskaya to be set up, because Emin Agalarov had not asked.","Aras Agalarov","Veselnitskaya","positive1"
"324","On September 15, 2016, @dcleaks wrote to @WikiLeaks, ""hi there! I'm from DC Leaks. How could we discuss some submission-related issues? Am trying to reach out to you via your secured chat but getting no response. I've got something that might interest you. You won't be disappointed, I promise.""","@dcleaks","@WikiLeaks","neutral2"
"325","Akhmetshin had only expected Trump Jr., and not Manafort and Kushner.","Akhmetshin","Manafort","neutral1"
"326","On November 21, 2013, Emin Agalarov sent an email to Donald Trump Jr., and copied Shugart and Goldstone.","Emin Agalarov","Shugart","neutral2"
"327","I'm not sure who else, probably Keith.","Keith","Donald Trump","neutral2"
"328","Prince also described Stone having the equivalent of ""insider stock trading"" information about Assange.","Stone","Assange","neutral1"
"329","As the general election approached, Scavino, a member of the communications team who also had a role in administering Trump's Twitter account during the campaign, increasingly forwarded updates relating to WikiLeaks to other Campaign officials, using subject lines like ""WIKI ABOUT TO DROP SOME BOMBS ... 4 pmE"" and ""The WikiLeaks BOMB!"" and linking to the latest WikiLeaks twitter post or its website.","Scavino","Trump","neutral1"
"330","Emin just called and asked Rob Goldstone to contact you with something very interesting.","Emin","Rob Goldstone","neutral1"
"331","Sater later explained to the Committee that he believed Peskov was the ""perfect"" fit with whom to work on the project because Sater wanted to have a large media event and ribbon cutting, and that Peskov, as press secretary, would be the best Kremlin insider to work with.","Peskov","Kremlin","neutral1"
"332","Manafort recalled that, at some point, Lyovochkin heard from Poroshenko that the U.S. Embassy was pressuring Ukraine's National Anti-Corruption Bureau for information on Manafort.","Poroshenko","Lyovochkin","neutral1"
"333","Several hours later, WikiLeaks sent a Twitter direct message to Donald Trump Jr., ""A PAC run anti-Trump site putintrump.org is about to launch.","WikiLeaks","Donald Trump Jr.","neutral2"
"334","On June 29, 2016, Goldstone emailed Dan Scavino, copying Trump Jr., Graff, and Sidorkov, reiterating his previous offers to create a ""VOTE Trump 2016"" page on the Russian social networking site.","Goldstone","Sidorkov","neutral2"
"335","Donald Trump's victory would be the best birthday present Aras Agalarov has ever received.""","Aras Agalarov","Donald Trump","positive1"
"336","Esper’s future is in question after he opposed Trump on Wednesday over the president’s call to deploy active-duty troops to quash protests taking part throughout the U.S.","Esper","Trump","negative2"
"337","Manafort also recalled hearing from Stone sometime in June 2016 that ""a source close to WikiLeaks confirmed that WikiLeaks had the emails from Clinton's server.""","Stone","Manafort","neutral2"
"338","In the hours leading up to the launch of that WordPress blog, GRU officers logged into a Moscow-based server used and managed by Military Unit 74455 and searched for a number of specific words and phrases in English, including ""some hundred sheets,"" ""illuminati,"" and ""worldwide known.""","Military Unit 74455","GRU","neutral2"
"339","Kushner did not share any more of the substance of his discussions with Manafort, although emails suggest Manafort continued to provide input on Campaign strategy and encouraged the use of WikiLeaks information.","Manafort","Kushner","positive1"
"340","Credico, a comedian who describes himself as a ""political satirist"" and ""activist,"" is the former director of the William Moses Kunstler Fund for Racial Justice and has run for political office in New York multiple times.","Credico","the William Moses Kunstler Fund for Racial Justice","neutral1"
"341","Consistent with prior influence campaigns, the GRU used multiple fake personas on social media platforms including a persona known as ""Guccifer 2.0"" and others associated with the fake outlet ""DCLeaks""-to promote and disseminate its information, including, by providing content in advance to media organizations and targeted U.S. persons.","Guccifer 2.0","GRU","positive2"
"342","I said: No problem.","Felix Sater","Donald Trump","neutral2"
"343","On April 18, Goldstone emailed Agalarov to tell him that Trump and the Miss Universe Organization had met and were willing to ""pull out all the stops to get this to Moscow.""","Goldstone","Agalarov","neutral2"
"344","The next day, on December 31 , 2016, Kislyak called Flynn and told him the request had been received at the highest levels and Russia had chosen not to retaliate as a result of Flynn's request.","Kislyak","Flynn","neutral2"
"345","Yakunin is also the former president of Russian Railways and the president of the Dialogue of Civilizations (DoC), a Berlin-based non-governmental organization.","Yakunin","Russian Railways","positive2"
"346","With the president promising that he would make up his mind by August, and McMaster, Mattis, and Tillerson pressing for a decision as soon as possible, Bannon-inspired media began a campaign to brand McMaster as a globalist, interventionist, and all around not-our-kind-of-Trumper—and, to boot, soft on Israel.","Tillerson","Trump","negative1"
"347","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murtaza Akbar","Emin Agalarov","neutral2"
"348","Aides say Pence is on good terms with Priebus.","Pence","Priebus","positive2"
"349","The DCLeaks Facebook page was used to promote products on the DCLeaks website, along with other personas that purported to be-administrators of the DCLeaks site, like the Donovan persona.","Donovan","DCLeaks","neutral1"
"350","Stone had known Trump for years and had served as an advisor to the Trump Campaign from late 2014 until approximately August 2015.","Stone","Trump","positive2"
"351","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murad","Roman Beniaminov","neutral2"
"352","On December 6, 2013, Emin Agalarov sent the signed agreement to Trump Jr. and introduced him, by email, to Irakli Kaveladze, who Agalarov said had worked on the Miss Universe pageant, had met Trump, and would be working on the Trump Tower deal for Crocus.","Emin Agalarov","Irakli Kaveladze","positive1"
"353","Graff responded, ""I will certainly make Mr. Trump aware of this invitation, and I know he will be honored that Emin thought of him.","Graff","Rob Goldstone","neutral2"
"354","Michael Cohen, the president's embattled personal fixer, and Felix Sater, who helped negotiate deals around the world for the president's, led the effort.","Felix Sater","Michael Cohen","positive2"
"355","In addition to communicating with both Sater and Rtskhiladze in the fall of 2015, Cohen also had contact with another Russian national, Dmitry Klokov, in the same timeframe.","Cohen","Dmitry Klokov","neutral2"
"356","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Donald Trump","Timur Beniaminov","neutral2"
"357","However, phone records reflect at least three calls between Stone and Bannon after Bannon had joined the Campaign, suggesting Bannon was himself was later in contact with Stone about Campaign issues.","Bannon","Stone","neutral2"
"358","Russia took advantage of members of the Transition Team's relative inexperience in government, opposition to Obama Administration policies, and Trump's desire to deepen ties with Russia to pursue unofficial channels through which Russia could conduct diplomacy.","the Transition Team","Obama administration","negative1"
"359","Manafort, Gates, Kilimnik, and others at Manafort's firm coordinated and managed polling work, media and advertising, the hiring of consultants, preparation of talking points, and speechwriting for Yanukovych and the PoR.","Gates","Yanukovych","positive1"
"360","Kilimnik then facilitated a meeting between Hawker and an individual believed to be affiliated with the Russian government.","Kilimnik","Hawker","neutral2"
"361","Papadopoulos expressed that he was seeking ""an advisory role to Mr. Trump on matters of energy security and U.S. policy in the Eastern Mediterranean.""","Papadopoulos","Trump","positive1"
"362","White House officials are distancing themselves from a campaign Donald Trump’s former chief strategist, Steve Bannon, has mounted to defend the president from impeachment, after tensions flared again this weekend between Bannon and Jared Kushner.","Steve Bannon","Jared Kushner","negative2"
