"","sentence","head","tail","relation"
"14","Goldstone recalled apologizing to Trump Jr. as they were walking out of the meeting.","Goldstone","Trump Jr.","positive1"
"15","However, Jerome Corsi thought it would be ""more believable;' to tell Stone that he had ""sources,"" which also ""made it sound like he knew what he was talking about.""","Jerome Corsi","Stone","neutral2"
"16","A couple of years later, Cohen gloated over new photos — of himself and Donald Trump, whom he had gotten to know by defending the developer during a fight for control of the condominium board at Trump World Tower.","Cohen","Trump","neutral2"
"17","Akhmetshin said he didn't know who the financial backers of Human Rights Accountability Global Initiative Foundation were, but believed that Katsyv was one of the smaller contributors.","Katsyv","Human Rights Accountability Global Initiative Foundation","positive1"
"18","Following the meeting with Yakunin, Rohrabacher, Behrends, and the other members of the delegation met with Konstantin Kosachev, the Chairman of the Council of the Federation Committee on Foreign Affairs.","Konstantin Kosachev","Council of the Federation Committee on Foreign Affairs","positive2"
"19","Chrysostomides used his company, Dr. K. Chrysostomides & Co LLC (DKCC) to create at least three shell companies on behalf of Manafort, Gates, and Deripaska-Lucile Consultants Limited, Bletilla Ventures Limited, and Yiakora Ventures Limited-all registered to 1 Lampousas Street, 1095 Nicosia, Cyprus.","Chrysostomides","Deripaska","neutral1"
"20","In September 2018, Kilimnik offered to arrange for Patten to receive money from Lyovochkin even after Patten's work for Lyovochkin had ceased and Patten's cooperation with the Government was public.","Kilimnik","Patten","positive1"
"21","Mr. Trump met with the North Korean leader, Kim Jong-un, in Singapore.","Trump","Kim Jong-un","neutral2"
"22","GRU officers used both the DCLeaks and Guccifer 2.0 personas to communicate with WikiLeaks through Twitter private messaging and through encrypted channels, including possibly through WikiLeaks's private communication system.","Guccifer 2.0","WikiLeaks","neutral2"
"23","On February 29, 2016, Goldstone wrote to Trump Jr. and Graff, copying Emin Agalarov:","Goldstone","Trump Jr.","neutral2"
"24","Bannon has mounted an independent effort to combat Donald Trump’s likely impeachment by the House of Representatives.","Bannon","Donald Trump","positive1"
"25","The cable noted that all the messaging form Artem Klyushin and Konstantin Rykov are similar: filled with hatred for the Ukrainian government, the United States and its policies, and Western values.","Konstantin Rykov","United States","negative1"
"26","Manafort recalled that, at some point, Lyovochkin heard from Poroshenko that the U.S. Embassy was pressuring Ukraine's National Anti-Corruption Bureau for information on Manafort.","Ukraine's National Anti-Corruption Bureau","Manafort","negative1"
"27","Former White House chief of staff John Kelly, former Defense Secretary Jim Mattis, former Navy Secretary Richard Spencer, former Secretary of State Rex Tillerson and others have all made critical comments regarding Donald Trump’s leadership.","Rex Tillerson","Donald Trump","negative2"
"28","Samochomov recalled that Manafort seemed unimpressed by Veselnitskaya's allegation regarding the Ziff brothers being donors to either Clinton or to the DNC.","Ziff Brothers","DNC","positive1"
"29","The Transition Team repeatedly took actions that had the potential, and sometimes the effect, of interfering in the Obama Administration's diplomatic efforts.","The Transition Team","the Obama Administration","negative1"
"30","Starting on March 15, 2016, the GRU began targeting Google email accounts used by Clinton Campaign employees, along with a smaller number of dnc.org email accounts.","GRU","Clinton Campaign","negative2"
"31","Donald Trump had previously told McGahn that the perception that Donald Trump was under investigation was hurting his ability to carry out his presidential duties and deal with foreign leaders.","Donald Trump","McGahn","neutral2"
"32","At the lunch they were joined by Irakli Kaveladze and possibly Akhmetshin.","Irakli Kaveladze","Akhmetshin","neutral2"
"33","But later that day, DeYoung called Anton and asked if she could use Flynn’s denial on the record.","DeYoung","Anton","neutral1"
"34","Manafort relayed this advice to Yanukovych through Lyovochkin in 2010. Manafort recalled that Yanukovych subsequently told him that the SBU had cleared Kilimnik.","Lyovochkin","Yanukovych","neutral2"
"35","Papadopoulos had suggested to a representative of that foreign government that the Trump Campaign had received indications from the Russian government that it could assist the Campaign through the anonymous release of information damaging to Democratic presidential candidate Hillary Clinton.","Russian government","Trump campaign","positive1"
"36","Entities linked to one Aleksei Gubarov were involved and he and another hacking expert, both recruited under duress by the Russian Federal Security Service, were significant players in this operation.","Aleksei Gubarov","Russian Federal Security Service","neutral1"
"37","“WAR ROOM: Impeachment is the only radio show, podcast, website and news service solely dedicated to exposing the Democratic drive to destroy President Trump and his presidency,” a Bannon spokeswoman, Alexandra Preate, said in an email to Bloomberg News.","Alexandra Preate","Bannon","neutral1"
"38","Cohen discussed the project in detail and reported to Trump that he had done so.","Cohen","Trump","neutral1"
"39","For example, [redacted] directions to IRA operators [redacted] ""Main idea: Use any opportunity to criticize Hillary Clinton and the rest (except Sanders and Trump - we support them).","IRA","Hillary Clinton","negative1"
"40","Russian electoral interference in Ukraine generated severe blowback, leading to a series of popular protests known as the Orange Revolution, which reversed Yanukovych's alleged electoral victory.","Russia","Ukraine","negative1"
"41","Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.","Hope Hicks","Ivanka Trump","neutral2"
"42","Goldstone replied to Graff that he understood Trump's scheduling constraints regarding traveling to Moscow, ""unless maybe he [Trump] would welcome a meeting with President Putin which Emin would set up,"" and offered to come to the office to pick up the congratulatory note for Aras Agalarov.","Goldstone","Trump","positive1"
"43","In early August 2016, [] Twitter's suspension of the Guccifer 2.0 Twitter account","Twitter","Guccifer 2.0","negative1"
"44","Kaveladze told the Committee: I spoke with Ms. Veselnitskaya sometime in November of2016 when she was trying to initiate a second meeting with Trump people.","Kaveladze","Veselnitskaya","neutral2"
"45","According to Patten, Kilimnik has met with Deripaska and Deripaska associates, including Boyarkin.","Kilimnik","Deripaska","neutral2"
"46","Waldman described Oganov as speaking seven or eight languages.","Waldman","Oganov","neutral1"
"47","Bannon wrote to Stone because Stone had said he ""knew WikiLeaks and knew Julian Assange.""","Stone","WikiLeaks","neutral1"
"48","Emin Agalarov and Goldstone sought a reduction in the $6.5 million licensing fee, and believed that Shugart would take the request to Trump.","Emin Agalarov","Shugart","neutral1"
"49","Mr. Kushner’s lawyer, Jamie Gorelick, later revised this account.","Jamie Gorelick","Kushner","neutral1"
"50","Rob Goldstone'd never met Jared Kushner or Paul Manafort before, so they were introduced and seated.","Rob Goldstone","Jared Kushner","neutral2"
"51","In addition to Shmykov (described above) and Zayats, both of whom represented a pathway to Kremlin insiders, Sater described or partially identified several other potential pathways to the Kremlin.","Shmykov","Kremlin","neutral1"
"52","An initial meeting in Moscow was attended by Louis Freeh, then-Russian Prosecutor General Yuri Chaika, the Russian Deputy Prosecutor General, Peter Katsyv, Imre Pakh, and the Associate Managing Director at Freeh's firm.","Peter Katsyv","Imre Pakh","neutral2"
"53","Manafort recalled that Gates suggested Manafort should ask an attorney for Trump about a pardon.","Gates","Manafort","neutral2"
"54","Papadopoulos, on his own initiative, met and communicated repeatedly with individuals throughout 2016 to advance the Campaign's relationship with Russia, including London-based Professor Joseph Mifsud and Mifsud associates Olga Polonskaya and Ivan Timofeev.","Ivan Timofeev","Joseph Mifsud","neutral1"
"55","Speaking in confidence to a longstanding compatriot friend in mid-October 2016, a Kremlin insider highlighted the importance of Republican presidential candidate Donald TRUMP's lawyer, Michael COHEN, in the ongoing secret liaison relationship between the Trump campaign and the Russian leadership.","Trump Campaign","Russian leadership","positive2"
"56","Ms. Ricardel, actively dislikes the Pentagon chief, Jim Mattis.","Ricardel","Jim Mattis","negative1"
"57","That same day, June 15, 2016, the GRU also used the Guccifer 2.0 WordPress blog to begin releasing to the public documents stolen from the DNC and DCCC computer networks.","GRU","DCCC","neutral2"
"58","When the invitations didn't immediately arrive, Cohen became agitated with Sater.","Cohen","Sater","negative1"
"59","Waldman also assessed that, as a senior advisor to Deripaska, Oganov had direct access to him.","Oganov","Deripaska","positive1"
"60","Mifsud told Papadopoulos he was a former diplomat with access to European leaders.","Mifsud","Papadopoulos","neutral2"
"61","In August 2016, following the Campaign's tasking, Stone obtained information indicating that John Podesta would be a target of an upcoming release, prior to WikiLeaks releasing Podesta's emails on October 7.","WikiLeaks","Podesta","negative1"
"62","Page told Bloomberg News that he was innocent.","Bloomberg News","Page","neutral2"
"63","In March 2013, Shugart offered to meet with Goldstone and Emin Agalarov.","Shugart","Goldstone","positive1"
"64","Not sure if this is anything but it seems like it's really wikileaks asking Donald Trump Jr. as I follow them and it is a DM.","wikileaks","Donald Trump Jr.","neutral2"
"65","Given these facts, it appears quite likely that Stone and Trump spoke about WikiLeaks.","Stone","Trump","neutral2"
"66","In the morning of Monday, May 8, 2017, the President met in the Oval Office with senior advisors, including McGahn, Priebus, and Miller, and informed them he had decided to terminate Comey.","McGahn","Miller","neutral2"
"67","Kaveladze has said that he believed that Trump Jr.'s public statements regarding the June 9, 2016, meeting in Trump Tower were not accurate.'","Kaveladze","Trump Jr.","negative1"
"68","According to Rtskhiladze's translation, the letter noted that the Trump Organization had been ""approached by the Global Prospect LLC a Moscow based real estate development company co-founded by one of legendary Russian architects, developer and statesman Mr. Michael Posokhin.""","Global Prospect LLC","Trump Organization","positive1"
"69","On January 6, 2017, members of the intelligence community briefed President-Elect Trump on a joint assessment-drafted and coordinated among the Central Intelligence Agency, FBI, and National Security Agency-that concluded with high confidence that Russia had intervened in the election through a variety of means to assist Trump's candidacy and harm Clinton's.","Central Intelligence Agency","National Security Agency","positive2"
"70","On June 14, 2016, Goldstone emailed Graff, writing that he trusted that his colleagues ""were able to deliver the birthday painting for Mr. Trump today"" and asking her to ""[p]lease pass on my sincere birthday good wishes along with those of Emin and Aras and as always thank you for all your help.""","Aras","Trump","positive1"
"71","McGahn recalled that in the week leading up to the hearing, Donald Trump said that it would be the last straw if James Comey Jr. did not take the opportunity to set the record straight by publicly announcing that Donald Trump was not under investigation.","Donald Trump","James Comey Jr.","negative1"
"72","“And Michael Cohen says, ‘Shut up — Laura Shusterman wasn’t even there,’” Freidman said.","Michael Cohen","Laura Shusterman","negative1"
"73","For years, Kilimnik was defensive about Russian interference in Ukraine with U.S. Embassy in Kyiv officials; he would admit some Russian interference by well-known Russian agents like Medvedchuk, but attempt to distance himself and the OB from Russia.","Medvedchuk","Ukraine","negative1"
"74","Military Unit 74455 assisted in the release of documents stolen by Military Unit 26165, the promotion of those releases, and the publication of anti-Clinton Campaign content on social media accounts operated by the GRU.","Military Unit 74455","Clinton Campaign","negative2"
"75","And the President of China, Xi Jinping, successfully pushed Trump to retreat from his pledge in December to give more recognition to the government in Taiwan.","Xi Jinping","Trump","negative1"
"76","Sater recalled telling Shmykov that Cohen was ""freaking out"" and that as a result, Sater ""need[ed] an invitation.""","Sater","Shmykov","neutral2"
"77","... Sam Clovis's job was to put that list together, put it together, get a press release that let Hope, Hope Hicks, put a press release out on it, those kinds of things.","Sam Clovis","Hope Hicks","neutral1"
"78","According to Cohen, before his Hannity interview, he had conducted an internet search for the Kremlin, found a phone number, and called that number.","Hannity","Cohen","positive1"
"79","Following the July 22 DNC release, Trump and the Trump Campaign believed that Roger Stone had known of the release and had inside access to WikiLeaks, and repeatedly communicated with Stone about WikiLeaks throughout the summer and fall of 2016.","Trump Campaign","Roger Stone","neutral2"
"80","Sater said that he knew Mishakov and that Sater had met him a ""bunch of times.""","Sater","Mishakov","neutral2"
"81","Patten told the FBI that he recalled having a Skype call with Boyarkin and Kilimnik on May 24, 2015, about the Guinea project.","Patten","Boyarkin","neutral2"
"82","Corey Lewandowski, then the campaign manager, recalled that Ivanka Trump ultimately did share the email with her father along with a handwritten note at the bottom which read: ""Daddy, Tom says we should get Paul.""","Ivanka Trump","Trump","positive2"
"83","Rybka also suggested that she was in possession of more than 16 hours of audio recordings she made of Deripaska's conversations with business associates and Russian political leaders, namely Russian Deputy Prime Minister Sergei Prikhodko.","Rybka","Deripaska","neutral1"
"84","The email, however, bears a number of similarities to the July 14, 2016 email in which GRU officers used the Guccifer 2.0 persona to give WikiLeaks access to the archive of DNC files.","Guccifer 2.0","GRU","neutral2"
"85","The Committee found evidence that Papadopoulos likely learned about the Russian active measures campaign as early as April 2016 from Joseph Mifsud, a Maltese academic with longstanding Russia ties, well before any public awareness of the Russian effort.","Joseph Mifsud","Russia","neutral2"
"86","In addition to Klyushin and Zemlyanski, Rykov's gatherings in Moscow for the 2016 U.S. election and inauguration were also attended by a range of other individuals such as pro-Kremlin propagandist Maria Katasonova, Duma member Aleksey Zhuravlev, and Jack Hanick, an American media consultant who is associated with U.S.-sanctioned oligarch Konstantin Malofeyev and the pro-Kremlin propaganda media outlet Tsargrad TV.","Maria Katasonova","Rykov","neutral1"
"87","Starting in 2013, and continuing over a several year period, Maria Butina, founder of a Russian gun rights organization who attended graduate school in the United States, and Alexander Torshin, a high ranking Russian banker, government official, and politician with Kremlin ties, established a broad network o f relationships with the leaders of the National Rifle Association (NRA), conservative political operatives, Republican government officials, and individuals connected to the Trump Campaign.","Maria Butina","the Trump Campaign","neutral2"
"88","Susie Wiles also helped deliver the surprise wins of both Trump in 2016 and Sen.","Susie Wiles","Trump","positive1"
"89","“That woman! She will be the end of him,” Thomas Barrack, Trump’s friend who chaired his inaugural, was overheard saying at a meeting, as he talked about Melania remaining in New York. “She is stubborn. She should be with her husband. He is the president of the United States.”","Thomas Barrack","Melania","negative1"
"90","Starting in 2013, and continuing over a several year period, Maria Butina, founder of a Russian gun rights organization who attended graduate school in the United States, and Alexander Torshin, a high ranking Russian banker, Russian Government official, and politician with Kremlin ties, established a broad network o f relationships with the leaders of the National Rifle Association (NRA), conservative political operatives, Republican government officials, and individuals connected to the Trump Campaign.","Alexander Torshin","Russian Government","neutral1"
"91","The same RT story quoted Aras Agalarov telling the Russian News Agency !TAR-TASS, ""Aras Agalarov and Donald Trump started talking about joint work in the field of real estate a few days ago.""","Aras Agalarov","Donald Trump","neutral2"
"92","Mr Trump's frustrations about Mr Comey and Mrs Clinton were a recurring refrain, a former White House official said.","Trump","Comey","negative1"
"93","Phone records indicate that Stone remained in contact with Trump and the Campaign at the same time he was coordinating with Corsi.","Stone","Corsi","neutral1"
"94","The previously unreported meeting was also attended by Mr. Trump’s campaign chairman at the time, Paul J. Manafort, and by the president’s son-in-law, Jared Kushner.","Jared Kushner","Donald Trump","positive2"
"95","Waldman also assessed that, as a senior advisor to Deripaska, Oganov had direct access to him.","Oganov","Deripaska","neutral1"
"96","Sater recalled accompanying both Trump children during this trip: [Trump} said: My kids are going there; I'd feel a lot more comfortable if you were there looking after them.","Trump","Sater","positive1"
"97","On July 14, 2016, GRU officers used a Guccifer 2.0 email account to send WikiLeaks an email bearing the subject ""big archive"" and the message ""a new attempt.""","Guccifer 2.0","GRU","neutral2"
"98","The GRU was also in contact through the Guccifer 2.0 persona with [] a former Trump Campaign member","GRU","Trump Campaign","neutral2"
"99","Aras Agalarov has access to President Putin and to Putin's close aide Dimitry Peskov.","Aras Agalarov","Dimitry Peskov","positive1"
"100","And Freidman said Cohen was prone to moments of unrestrained boastfulness, such as when he tweeted a photo of his oldest child in black lingerie and wrote, “So proud of my Ivy League daughter - brains and beauty channeling her inner Edie Sedgwick.”","Freidman","Cohen","negative1"
"101","Donald Trump greatly appreciates Emin Agalarov and Aras Agalarov's friendship-- this is one birthday that Donald Trump will always remember.","Donald Trump","Emin Agalarov","positive2"
"102","Aras Agalarov also has significant ties to the Russian government, including to individuals involved in influence operations targeting the 2016 U.S. election.","Aras Agalarov","Russian government","positive1"
"103","Kilimnik had previously reached out to Lutsenko jn late 2016 in an apparent effort to propose that Lutsenko pursue political office with the assistance of Kilimnik and others. c","Kilimnik","Lutsenko","neutral1"
"104","Although Putin did not attend the pageant, he reportedly sent a senior Kremlin official, Vladimir Kozhin, in his place","Vladimir Kozhin","Putin","neutral1"
"105","According to Gates, Manafort had asked Gates to reach out to Mermoud to offer Manafort's assistance to then Ukrainian Ambassador to the United States Valeriy Chaly in repairing relationships Manafort believed Poroshenko had damaged.","Manafort","Chaly","positive1"
"106","Mangiante characterized Mifsud as being affiliated with a number of universities in Europe, including the Link Campus University in Rome, Italy; the University of East Anglia and the University of Stirling in the United Kingdom; as well as serving as the Director of the London Academy of Diplomacy.","Mifsud","University of East Anglia","positive1"
"107","Irakly “Ike” Kaveladze basically requested a synopsis of that second meeting, and Natalia Veselnitskaya sent me pretty much the same thing she sent the first time. . . .","Natalia Veselnitskaya","Irakly “Ike” Kaveladze","neutral1"
"108","Barrack attached to the email both of Manafort's previous memoranda to him, totaling five pages.","Manafort","Barrack","neutral2"
"109","Sater also discussed Zayats as providing a potential pathway to the Rotenbergs, a relationship that Sater called his ""ace in the hole.""","Zayats","Rotenbergs","positive1"
"110","By the morning of December 31, Sater had produced a letter on GenBank letterhead purporting to be an invitation for Cohen to come to Russia.","Sater","GenBank","positive1"
"111","Manafort also told the SCO that from the time he left the Campaign until the election, he met with Kushner ""once or twice"" and spoke to Kushner on the phone ""five or six times.""","Manafort","Kushner","neutral2"
"112","Rob Goldstone then said: ""You know, this isn't Emin Agalarov's field of expertise, it isn't Rob Goldstone's field of expertise, and Rob Goldstone is not comfortable.","Rob Goldstone","Emin Agalarov","negative1"
"113","Ledeen wrote to Smith, ""wondering if you had some more detailed reports or memos or other data you could share because we have come a long way in our efforts since we last visited ... .","Ledeen","Smith","neutral2"
"114","According to Sessions, when the meeting concluded, it was clear that Donald Trump was unhappy with Comey, but Sessions did not think Donald Trump had made the decision to terminate Comey.","Donald Trump","Comey","negative1"
"115","Donald Trump knows Aras well.","Donald Trump","Aras","positive1"
"116","Felix Sater thinks Felix Sater can get Putin to say that at the Trump Moscow press conference.","Felix Sater","Putin","positive2"
"117","Deripaska expanded his own influence in Montenegro and furthered Russian government efforts to exert influence over the country, which Deripaska executed in part by hiring Manafort and his firm.","Russian government","Montenegro","negative1"
"118","Patten told the Committee that he recalled meeting with Kilimnik on his trip ""separately about our business,"" but that he did not see much of Kilimnik, who was busy with other matters.","Patten","Kilimnik","neutral2"
"119","Thereafter, on September 22, the GRU used a DCLeaks email account (dcleaksproject@gmail.com) to send an e:mail to WikiLeaks.","GRU","DCLeaks","neutral1"
"120","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Rob Goldstone","Esther Swan","neutral2"
"121","Gates stated that Kilimnik was well connected in Russia and Ukraine and could obtain information easily.","Kilimnik","Ukraine","positive2"
"122","Working quietly behind the scenes, they tried to arrange a sit-down between Trump and Putin, the documents show.","Trump","Putin","neutral2"
"123","Bannon recalled discussing WikiLeaks and Assange with Stone both before and after taking over as the chief executive officer of the Trump Campaign on August 13, 2016.","Bannon","Stone","neutral2"
"124","According to Rtskhiladze, Simon Nizharadze, a business associate of Rtskhiladze's, had requested he contact Cohen to facilitate a potential licensing deal between Vladimir Mazur and the Trump Organization.","Simon Nizharadze","Cohen","positive1"
"125","The email, however, bears a number of similarities to the July 14, 2016 email in which GRU officers used the Guccifer 2.0 persona to give WikiLeaks access to the archive of DNC files.","Guccifer 2.0","WikiLeaks","neutral2"
"126","The second involved Giorgi Rtskhiladze, another businessman who had previously worked to build a Trump Tower in Batumi, Georgia, and who also has significant ties to Russia.","Giorgi Rtskhiladze","Trump","positive1"
"127","Following the meeting, Russian media quickly touted RT as ""the only Russian media company"" to establish a relationship with WikiLeaks and receive ""new leaks of secret information,"" indicating that a Russian government-run propaganda: outlet could be the ultimate beneficiary of classified WikiLeaks materials.","RT","WikiLeaks","positive1"
"128","It's a good sign.","Aras Agalarov","Donald Trump","positive2"
"129","After the election, Cohen was part of an alleged joint defense agreement (JDA) with an unknown number of other Trump-affiliated individuals, including Trump himself, the Trump Organization, Jared Kushner, Ivanka Trump, Felix Sater, and others.","Cohen","Felix Sater","positive2"
"130","IRA employees were aware that Prigozhin was involved in the IRA's U.S. operations","Prigozhin","IRA","neutral2"
"131","The Committee found that Aras Agalarov was personally involved in pushing for both the June 9, 2016 meeting between Natalia Veselnitskaya and senior members of the Trump Campaign and for a second meeting following the election, also with Veselnitskaya, that did not take place.","Aras Agalarov","Trump Campaign","neutral2"
"132","In late October, Graff wrote to Shugart to notify her that Trump had invited a friend, Joe Cinque, to the pageant, and that Cinque would need a room at the Ritz Carlton and would be flying home with Trump.","Graff","Shugart","neutral2"
"133","As noted below, text messages between Sater and Cohen on January 26, 2016, suggest that Cohen had already provided Trump proposed travel dates by that time.","Sater","Cohen","neutral2"
"134","Christie, like most Trump allies, fell in and out of favor.","Christie","Trump","neutral2"
"135","Ever unflagging, Anthony Scaramucci interrupted a meeting in Kellyanne Conway’s office in early January just to make sure she knew that her husband’s firm, Wachtell, Lipton, was representing him.","Wachtell, Lipton","Anthony Scaramucci","neutral2"
"136","Conservatives have long pointed to donations to the Clinton family foundation by people associated with the company, Uranium One, as proof of corruption.","Uranium One","Clinton Family","positive1"
"137","According to Manafort's Campaign calendar, Manafort and Stone were scheduled to meet in person at.12:30 p.m. on June 23 in the Trump Tower cafeteria for 30 minutes.","Stone","Manafort","neutral2"
"138","Sater explained that GenBank was ""owned 50% by Government and is run as a junior for VTB.""","GenBank","VTB","positive1"
"139","Kaveladze told the Committee that he met with Veselnitskaya, Akhmetshin, and Samochomov, at a dinner in New York for Veselnitskaya's birthday, likely in February of 2017.","Kaveladze","Akhmetshin","neutral2"
"140","The next day (after the website had launched publicly), Trump Jr. sent a direct message to WikiLeaks: ""Off the record, l don't know who that is but I'll ask around. Thanks.""","Trump Jr.","WikiLeaks","neutral2"
"141","After the conversation with Mr. Sater, Michael Cohen told Mr. Trump that there's an opportunity to develop the tallest building in the world in Moscow.","Michael Cohen","Sater","neutral2"
"142","The VPN was intended to give certain DCCC employees access to databases on the DNC network.","DCCC","DNC","neutral1"
"143","Later in the day on June 8, Goldstone received an email from Kaveladze, explaining that Kaveladze had spoken to Veselnitskaya and that she was scheduled to be in court on the morning of June 9, and requested that the meeting be moved to 4:00 p.m., so as to not be late.","Kaveladze","Goldstone","neutral2"
"144","On June 16, 2015, the day that Trump announced his candidacy, Goldstone emailed Graff and Trump Jr. with the subject line, ""Please pass on mine and Emin's best wishes and congratulations to Mr. Trump.""","Emin","Trump","positive1"
"145","Freeh is believed to have held multiple meetings in Moscow; likely in 2016, at least one of which included senior Russian Government officials, and at least one of which included Veselnitskaya.","Freeh","Russian Government","neutral2"
"146","Cohen testified that it was only after he saw news reports regarding the June 9, 2016 meeting that he made the connection to the exchange between Trump Jr. and Trump.","Trump","Trump Jr.","neutral2"
"147","Beginning in late June 2016, the GRU also used the Guccifer 2.0 persona to release documents directly to reporters and other interested individuals.","Guccifer 2.0","GRU","neutral2"
"148","On July 13, 2017, Beniaminov sent Tropea a text message, writing: ""When you get a chance, need to find out the balance on Emins [funds] here.","Beniaminov","Tropea","neutral2"
"149","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Esther Swan","Rob Goldstone","neutral2"
"150","That previous influence effort occurred in Moscow in April 2016, months prior to the June 9, 2016 meeting, when then-Congressman Dana Rohrabacher was provided a folder of information from the Russian government that was largely similar in content to what Veselnitskaya later used in Trump Tower.","Russian Government","Dana Rohrabacher","neutral1"
"151","Cohen also was a lifeguard at the El Caribe Country Club in south Brooklyn.","Cohen","El Caribe Country Club","neutral1"
"152","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Aras Agalarov","Emin Agalarov","neutral2"
"153","Goldstone told Agalarov he would arrange the call with Trump Jr. at that time.","Goldstone","Agalarov","neutral2"
"154","In that capacity, Klyushin and his then-wife spent some time with Trump during the pageant weekend.","Klyushin","Trump","neutral1"
"155","Samochomov recalled that Kushner sat across the table from Natalia Veselnitskaya.","Kushner","Natalia Veselnitskaya","neutral2"
"156","Goldstone wrote to Graff and Shugart with a follow up request for another signed letter from Trump.","Goldstone","Shugart","neutral2"
"157","Throughout the campaign and following the election, Papadopoulos proffered himself as a conduit between the Trump team and foreign governments, including Russia, Egypt, and Greece.","Papadopoulos","Egypt","neutral1"
"158","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Esther Swan","Aras Agalarov","neutral2"
